13:29:48 509	 start loadBaseParameter 
15:36:36 181	 5 ImageProcess result=
15:36:36 185	7 finish getImage
15:36:36 361	 1:start getImage
15:36:36 362	 2 getImage times:0
15:36:36 363	3  GrabFrame times:0,result=
15:36:36 368	 5 ImageProcess result=
15:36:36 371	7 finish getImage
15:36:36 373	 1:start getImage
15:36:36 373	 2 getImage times:0
15:36:36 374	3  GrabFrame times:0,result=
15:36:36 379	 5 ImageProcess result=
15:36:36 383	7 finish getImage
15:36:36 558	 1:start getImage
15:36:36 559	 2 getImage times:0
15:36:36 560	3  GrabFrame times:0,result=
15:36:36 565	 5 ImageProcess result=
15:36:36 568	7 finish getImage
15:36:36 570	 1:start getImage
15:36:36 571	 2 getImage times:0
15:36:36 571	3  GrabFrame times:0,result=
15:36:36 577	 5 ImageProcess result=
15:36:36 580	7 finish getImage
15:36:36 756	 1:start getImage
15:36:36 757	 2 getImage times:0
15:36:36 758	3  GrabFrame times:0,result=
15:36:36 763	 5 ImageProcess result=
15:36:36 767	7 finish getImage
15:36:36 768	 1:start getImage
15:36:36 769	 2 getImage times:0
15:36:36 770	3  GrabFrame times:0,result=
15:36:36 775	 5 ImageProcess result=
15:36:36 779	7 finish getImage
15:36:36 954	 1:start getImage
15:36:36 955	 2 getImage times:0
15:36:36 956	3  GrabFrame times:0,result=
15:36:36 961	 5 ImageProcess result=
15:36:36 964	7 finish getImage
15:36:36 967	 1:start getImage
15:36:36 967	 2 getImage times:0
15:36:36 968	3  GrabFrame times:0,result=
15:36:36 973	 5 ImageProcess result=
15:36:36 977	7 finish getImage
15:36:37 152	 1:start getImage
15:36:37 153	 2 getImage times:0
15:36:37 154	3  GrabFrame times:0,result=
15:36:37 159	 5 ImageProcess result=
15:36:37 162	7 finish getImage
15:36:37 164	 1:start getImage
15:36:37 164	 2 getImage times:0
15:36:37 167	3  GrabFrame times:0,result=
15:36:37 172	 5 ImageProcess result=
15:36:37 176	7 finish getImage
15:36:37 351	 1:start getImage
15:36:37 352	 2 getImage times:0
15:36:37 353	3  GrabFrame times:0,result=
15:36:37 358	 5 ImageProcess result=
15:36:37 362	7 finish getImage
15:36:37 363	 1:start getImage
15:36:37 364	 2 getImage times:0
15:36:37 367	3  GrabFrame times:0,result=
15:36:37 373	 5 ImageProcess result=
15:36:37 376	7 finish getImage
15:36:37 551	 1:start getImage
15:36:37 552	 2 getImage times:0
15:36:37 553	3  GrabFrame times:0,result=
15:36:37 558	 5 ImageProcess result=
15:36:37 561	7 finish getImage
15:36:37 563	 1:start getImage
15:36:37 564	 2 getImage times:0
15:36:37 567	3  GrabFrame times:0,result=
15:36:37 573	 5 ImageProcess result=
15:36:37 576	7 finish getImage
15:36:37 751	 1:start getImage
15:36:37 752	 2 getImage times:0
15:36:37 753	3  GrabFrame times:0,result=
15:36:37 758	 5 ImageProcess result=
15:36:37 762	7 finish getImage
15:36:37 763	 1:start getImage
15:36:37 764	 2 getImage times:0
15:36:37 768	3  GrabFrame times:0,result=
15:36:37 773	 5 ImageProcess result=
15:36:37 777	7 finish getImage
15:36:37 953	 1:start getImage
15:36:37 954	 2 getImage times:0
15:36:37 955	3  GrabFrame times:0,result=
15:36:37 960	 5 ImageProcess result=
15:36:37 964	7 finish getImage
15:36:37 965	 1:start getImage
15:36:37 966	 2 getImage times:0
15:36:37 967	3  GrabFrame times:0,result=
15:36:37 972	 5 ImageProcess result=
15:36:37 976	7 finish getImage
15:36:38 152	 1:start getImage
15:36:38 153	 2 getImage times:0
15:36:38 154	3  GrabFrame times:0,result=
15:36:38 159	 5 ImageProcess result=
15:36:38 163	7 finish getImage
15:36:38 164	 1:start getImage
15:36:38 165	 2 getImage times:0
15:36:38 167	3  GrabFrame times:0,result=
15:36:38 172	 5 ImageProcess result=
15:36:38 176	7 finish getImage
15:36:38 352	 1:start getImage
15:36:38 353	 2 getImage times:0
15:36:38 354	3  GrabFrame times:0,result=
15:36:38 360	 5 ImageProcess result=
15:36:38 363	7 finish getImage
15:36:38 365	 1:start getImage
15:36:38 366	 2 getImage times:0
15:36:38 367	3  GrabFrame times:0,result=
15:36:38 372	 5 ImageProcess result=
15:36:38 376	7 finish getImage
15:36:38 553	 1:start getImage
15:36:38 554	 2 getImage times:0
15:36:38 555	3  GrabFrame times:0,result=
15:36:38 560	 5 ImageProcess result=
15:36:38 564	7 finish getImage
15:36:38 566	 1:start getImage
15:36:38 566	 2 getImage times:0
15:36:38 567	3  GrabFrame times:0,result=
15:36:38 572	 5 ImageProcess result=
15:36:38 576	7 finish getImage
15:36:38 753	 1:start getImage
15:36:38 754	 2 getImage times:0
15:36:38 755	3  GrabFrame times:0,result=
15:36:38 760	 5 ImageProcess result=
15:36:38 764	7 finish getImage
15:36:38 766	 1:start getImage
15:36:38 766	 2 getImage times:0
15:36:38 767	3  GrabFrame times:0,result=
15:36:38 772	 5 ImageProcess result=
15:36:38 775	7 finish getImage
15:36:39 449	 1:start getImage
15:36:39 450	 2 getImage times:0
15:36:39 451	3  GrabFrame times:0,result=
15:36:39 456	 5 ImageProcess result=
15:36:39 459	7 finish getImage
15:36:39 461	 1:start getImage
15:36:39 462	 2 getImage times:0
15:36:39 487	3  GrabFrame times:0,result=
15:36:39 492	 5 ImageProcess result=
15:36:39 496	7 finish getImage
15:36:39 906	 1:start getImage
15:36:39 907	 2 getImage times:0
15:36:39 908	3  GrabFrame times:0,result=
15:36:39 913	 5 ImageProcess result=
15:36:39 916	7 finish getImage
15:36:39 918	 1:start getImage
15:36:39 919	 2 getImage times:0
15:36:39 927	3  GrabFrame times:0,result=
15:36:39 932	 5 ImageProcess result=
15:36:39 935	7 finish getImage
15:36:40 344	 1:start getImage
15:36:40 345	 2 getImage times:0
15:36:40 346	3  GrabFrame times:0,result=
15:36:40 351	 5 ImageProcess result=
15:36:40 355	7 finish getImage
15:36:40 357	 1:start getImage
15:36:40 357	 2 getImage times:0
15:36:40 367	3  GrabFrame times:0,result=
15:36:40 372	 5 ImageProcess result=
15:36:40 376	7 finish getImage
15:36:40 785	 1:start getImage
15:36:40 786	 2 getImage times:0
15:36:40 787	3  GrabFrame times:0,result=
15:36:40 792	 5 ImageProcess result=
15:36:40 795	7 finish getImage
15:36:40 797	 1:start getImage
15:36:40 798	 2 getImage times:0
15:36:40 807	3  GrabFrame times:0,result=
15:36:40 812	 5 ImageProcess result=
15:36:40 816	7 finish getImage
15:36:41 225	 1:start getImage
15:36:41 226	 2 getImage times:0
15:36:41 227	3  GrabFrame times:0,result=
15:36:41 232	 5 ImageProcess result=
15:36:41 235	7 finish getImage
15:36:41 237	 1:start getImage
15:36:41 237	 2 getImage times:0
15:36:41 247	3  GrabFrame times:0,result=
15:36:41 253	 5 ImageProcess result=
15:36:41 256	7 finish getImage
15:36:41 666	 1:start getImage
15:36:41 667	 2 getImage times:0
15:36:41 668	3  GrabFrame times:0,result=
15:36:41 673	 5 ImageProcess result=
15:36:41 678	7 finish getImage
15:36:41 679	 1:start getImage
15:36:41 680	 2 getImage times:0
15:36:41 687	3  GrabFrame times:0,result=
15:36:41 693	 5 ImageProcess result=
15:36:41 696	7 finish getImage
15:36:42 109	 1:start getImage
15:36:42 110	 2 getImage times:0
15:36:42 111	3  GrabFrame times:0,result=
15:36:42 116	 5 ImageProcess result=
15:36:42 120	7 finish getImage
15:36:42 122	 1:start getImage
15:36:42 123	 2 getImage times:0
15:36:42 127	3  GrabFrame times:0,result=
15:36:42 132	 5 ImageProcess result=
15:36:42 135	7 finish getImage
15:36:42 546	 1:start getImage
15:36:42 546	 2 getImage times:0
15:36:42 548	3  GrabFrame times:0,result=
15:36:42 553	 5 ImageProcess result=
15:36:42 557	7 finish getImage
15:36:42 559	 1:start getImage
15:36:42 559	 2 getImage times:0
15:36:42 567	3  GrabFrame times:0,result=
15:36:42 572	 5 ImageProcess result=
15:36:42 577	7 finish getImage
15:36:42 988	 1:start getImage
15:36:42 989	 2 getImage times:0
15:36:42 990	3  GrabFrame times:0,result=
15:36:42 995	 5 ImageProcess result=
15:36:42 999	7 finish getImage
15:36:43 000	 1:start getImage
15:36:43 001	 2 getImage times:0
15:36:43 007	3  GrabFrame times:0,result=
15:36:43 013	 5 ImageProcess result=
15:36:43 017	7 finish getImage
15:36:43 425	 1:start getImage
15:36:43 426	 2 getImage times:0
15:36:43 427	3  GrabFrame times:0,result=
15:36:43 432	 5 ImageProcess result=
15:36:43 436	7 finish getImage
15:36:43 438	 1:start getImage
15:36:43 438	 2 getImage times:0
15:36:43 447	3  GrabFrame times:0,result=
15:36:43 452	 5 ImageProcess result=
15:36:43 455	7 finish getImage
15:36:43 869	 1:start getImage
15:36:43 870	 2 getImage times:0
15:36:43 871	3  GrabFrame times:0,result=
15:36:43 876	 5 ImageProcess result=
15:36:43 881	7 finish getImage
15:36:43 882	 1:start getImage
15:36:43 883	 2 getImage times:0
15:36:43 887	3  GrabFrame times:0,result=
15:36:43 892	 5 ImageProcess result=
15:36:43 896	7 finish getImage
15:36:44 311	 1:start getImage
15:36:44 312	 2 getImage times:0
15:36:44 313	3  GrabFrame times:0,result=
15:36:44 318	 5 ImageProcess result=
15:36:44 322	7 finish getImage
15:36:44 323	 1:start getImage
15:36:44 324	 2 getImage times:0
15:36:44 327	3  GrabFrame times:0,result=
15:36:44 333	 5 ImageProcess result=
15:36:44 336	7 finish getImage
15:36:44 746	 1:start getImage
15:36:44 747	 2 getImage times:0
15:36:44 748	3  GrabFrame times:0,result=
15:36:44 753	 5 ImageProcess result=
15:36:44 757	7 finish getImage
15:36:44 759	 1:start getImage
15:36:44 759	 2 getImage times:0
15:36:44 767	3  GrabFrame times:0,result=
15:36:44 773	 5 ImageProcess result=
15:36:44 776	7 finish getImage
15:36:46 232	 1:start getImage
15:36:46 233	 2 getImage times:0
15:36:46 234	3  GrabFrame times:0,result=
15:36:46 239	 5 ImageProcess result=
15:36:46 242	7 finish getImage
15:36:46 244	 1:start getImage
15:36:46 244	 2 getImage times:0
15:36:46 247	3  GrabFrame times:0,result=
15:36:46 253	 5 ImageProcess result=
15:36:46 257	7 finish getImage
15:36:46 436	 1:start getImage
15:36:46 437	 2 getImage times:0
15:36:46 438	3  GrabFrame times:0,result=
15:36:46 443	 5 ImageProcess result=
15:36:46 447	7 finish getImage
15:36:46 449	 1:start getImage
15:36:46 450	 2 getImage times:0
15:36:46 451	3  GrabFrame times:0,result=
15:36:46 456	 5 ImageProcess result=
15:36:46 460	7 finish getImage
15:36:46 639	 1:start getImage
15:36:46 639	 2 getImage times:0
15:36:46 640	3  GrabFrame times:0,result=
15:36:46 645	 5 ImageProcess result=
15:36:46 648	7 finish getImage
15:36:46 650	 1:start getImage
15:36:46 651	 2 getImage times:0
15:36:46 652	3  GrabFrame times:0,result=
15:36:46 657	 5 ImageProcess result=
15:36:46 661	7 finish getImage
15:36:46 838	 1:start getImage
15:36:46 839	 2 getImage times:0
15:36:46 840	3  GrabFrame times:0,result=
15:36:46 845	 5 ImageProcess result=
15:36:46 850	7 finish getImage
15:36:46 851	 1:start getImage
15:36:46 852	 2 getImage times:0
15:36:46 853	3  GrabFrame times:0,result=
15:36:46 858	 5 ImageProcess result=
15:36:46 862	7 finish getImage
15:36:47 041	 1:start getImage
15:36:47 042	 2 getImage times:0
15:36:47 044	3  GrabFrame times:0,result=
15:36:47 050	 5 ImageProcess result=
15:36:47 055	7 finish getImage
15:36:47 056	 1:start getImage
15:36:47 057	 2 getImage times:0
15:36:47 058	3  GrabFrame times:0,result=
15:36:47 065	 5 ImageProcess result=
15:36:47 069	7 finish getImage
15:36:47 253	 1:start getImage
15:36:47 254	 2 getImage times:0
15:36:47 255	3  GrabFrame times:0,result=
15:36:47 260	 5 ImageProcess result=
15:36:47 264	7 finish getImage
15:36:47 265	 1:start getImage
15:36:47 266	 2 getImage times:0
15:36:47 287	3  GrabFrame times:0,result=
15:36:47 292	 5 ImageProcess result=
15:36:47 296	7 finish getImage
15:36:47 472	 1:start getImage
15:36:47 473	 2 getImage times:0
15:36:47 474	3  GrabFrame times:0,result=
15:36:47 481	 5 ImageProcess result=
15:36:47 485	7 finish getImage
15:36:47 488	 1:start getImage
15:36:47 488	 2 getImage times:0
15:36:47 489	3  GrabFrame times:0,result=
15:36:47 494	 5 ImageProcess result=
15:36:47 498	7 finish getImage
15:36:47 676	 1:start getImage
15:36:47 677	 2 getImage times:0
15:36:47 678	3  GrabFrame times:0,result=
15:36:47 683	 5 ImageProcess result=
15:36:47 687	7 finish getImage
15:36:47 688	 1:start getImage
15:36:47 689	 2 getImage times:0
15:36:47 690	3  GrabFrame times:0,result=
15:36:47 695	 5 ImageProcess result=
15:36:47 698	7 finish getImage
15:36:47 875	 1:start getImage
15:36:47 876	 2 getImage times:0
15:36:47 877	3  GrabFrame times:0,result=
15:36:47 882	 5 ImageProcess result=
15:36:47 885	7 finish getImage
15:36:47 887	 1:start getImage
15:36:47 888	 2 getImage times:0
15:36:47 888	3  GrabFrame times:0,result=
15:36:47 894	 5 ImageProcess result=
15:36:47 897	7 finish getImage
15:36:48 073	 1:start getImage
15:36:48 074	 2 getImage times:0
15:36:48 075	3  GrabFrame times:0,result=
15:36:48 080	 5 ImageProcess result=
15:36:48 084	7 finish getImage
15:36:48 086	 1:start getImage
15:36:48 086	 2 getImage times:0
15:36:48 087	3  GrabFrame times:0,result=
15:36:48 093	 5 ImageProcess result=
15:36:48 096	7 finish getImage
15:36:48 273	 1:start getImage
15:36:48 274	 2 getImage times:0
15:36:48 275	3  GrabFrame times:0,result=
15:36:48 280	 5 ImageProcess result=
15:36:48 284	7 finish getImage
15:36:48 285	 1:start getImage
15:36:48 286	 2 getImage times:0
15:36:48 287	3  GrabFrame times:0,result=
15:36:48 293	 5 ImageProcess result=
15:36:48 296	7 finish getImage
15:36:48 471	 1:start getImage
15:36:48 472	 2 getImage times:0
15:36:48 473	3  GrabFrame times:0,result=
15:36:48 478	 5 ImageProcess result=
15:36:48 482	7 finish getImage
15:36:48 483	 1:start getImage
15:36:48 484	 2 getImage times:0
15:36:48 487	3  GrabFrame times:0,result=
15:36:48 492	 5 ImageProcess result=
15:36:48 496	7 finish getImage
15:36:48 673	 1:start getImage
15:36:48 674	 2 getImage times:0
15:36:48 675	3  GrabFrame times:0,result=
15:36:48 680	 5 ImageProcess result=
15:36:48 684	7 finish getImage
15:36:48 686	 1:start getImage
15:36:48 687	 2 getImage times:0
15:36:48 688	3  GrabFrame times:0,result=
15:36:48 693	 5 ImageProcess result=
15:36:48 696	7 finish getImage
15:36:48 874	 1:start getImage
15:36:48 875	 2 getImage times:0
15:36:48 876	3  GrabFrame times:0,result=
15:36:48 881	 5 ImageProcess result=
15:36:48 885	7 finish getImage
15:36:48 887	 1:start getImage
15:36:48 888	 2 getImage times:0
15:36:48 889	3  GrabFrame times:0,result=
15:36:48 894	 5 ImageProcess result=
15:36:48 898	7 finish getImage
15:36:49 076	 1:start getImage
15:36:49 077	 2 getImage times:0
15:36:49 078	3  GrabFrame times:0,result=
15:36:49 083	 5 ImageProcess result=
15:36:49 087	7 finish getImage
15:36:49 088	 1:start getImage
15:36:49 089	 2 getImage times:0
15:36:49 090	3  GrabFrame times:0,result=
15:36:49 095	 5 ImageProcess result=
15:36:49 098	7 finish getImage
15:36:49 276	 1:start getImage
15:36:49 277	 2 getImage times:0
15:36:49 278	3  GrabFrame times:0,result=
15:36:49 283	 5 ImageProcess result=
15:36:49 287	7 finish getImage
15:36:49 288	 1:start getImage
15:36:49 289	 2 getImage times:0
15:36:49 290	3  GrabFrame times:0,result=
15:36:49 295	 5 ImageProcess result=
15:36:49 299	7 finish getImage
15:36:49 475	 1:start getImage
15:36:49 476	 2 getImage times:0
15:36:49 477	3  GrabFrame times:0,result=
15:36:49 482	 5 ImageProcess result=
15:36:49 486	7 finish getImage
15:36:49 488	 1:start getImage
15:36:49 488	 2 getImage times:0
15:36:49 490	3  GrabFrame times:0,result=
15:36:49 495	 5 ImageProcess result=
15:36:49 499	7 finish getImage
15:36:49 676	 1:start getImage
15:36:49 677	 2 getImage times:0
15:36:49 678	3  GrabFrame times:0,result=
15:36:49 683	 5 ImageProcess result=
15:36:49 687	7 finish getImage
15:36:49 688	 1:start getImage
15:36:49 689	 2 getImage times:0
15:36:49 690	3  GrabFrame times:0,result=
15:36:49 695	 5 ImageProcess result=
15:36:49 699	7 finish getImage
15:36:49 876	 1:start getImage
15:36:49 877	 2 getImage times:0
15:36:49 878	3  GrabFrame times:0,result=
15:36:49 883	 5 ImageProcess result=
15:36:49 887	7 finish getImage
15:36:49 888	 1:start getImage
15:36:49 889	 2 getImage times:0
15:36:49 890	3  GrabFrame times:0,result=
15:36:49 895	 5 ImageProcess result=
15:36:49 899	7 finish getImage
15:36:50 076	 1:start getImage
15:36:50 077	 2 getImage times:0
15:36:50 078	3  GrabFrame times:0,result=
15:36:50 083	 5 ImageProcess result=
15:36:50 087	7 finish getImage
15:36:50 089	 1:start getImage
15:36:50 089	 2 getImage times:0
15:36:50 090	3  GrabFrame times:0,result=
15:36:50 095	 5 ImageProcess result=
15:36:50 099	7 finish getImage
15:36:50 275	 1:start getImage
15:36:50 276	 2 getImage times:0
15:36:50 277	3  GrabFrame times:0,result=
15:36:50 282	 5 ImageProcess result=
15:36:50 286	7 finish getImage
15:36:50 288	 1:start getImage
15:36:50 288	 2 getImage times:0
15:36:50 289	3  GrabFrame times:0,result=
15:36:50 294	 5 ImageProcess result=
15:36:50 298	7 finish getImage
15:36:50 476	 1:start getImage
15:36:50 477	 2 getImage times:0
15:36:50 478	3  GrabFrame times:0,result=
15:36:50 485	 5 ImageProcess result=
15:36:50 489	7 finish getImage
15:36:50 492	 1:start getImage
15:36:50 492	 2 getImage times:0
15:36:50 494	3  GrabFrame times:0,result=
15:36:50 511	 5 ImageProcess result=
15:36:50 514	7 finish getImage
15:36:50 693	 1:start getImage
15:36:50 694	 2 getImage times:0
15:36:50 695	3  GrabFrame times:0,result=
15:36:50 701	 5 ImageProcess result=
15:36:50 706	7 finish getImage
15:36:50 708	 1:start getImage
15:36:50 708	 2 getImage times:0
15:36:50 727	3  GrabFrame times:0,result=
15:36:50 732	 5 ImageProcess result=
15:36:50 736	7 finish getImage
15:36:50 919	 1:start getImage
15:36:50 920	 2 getImage times:0
15:36:50 921	3  GrabFrame times:0,result=
15:36:50 926	 5 ImageProcess result=
15:36:50 930	7 finish getImage
15:36:50 931	 1:start getImage
15:36:50 932	 2 getImage times:0
15:36:50 933	3  GrabFrame times:0,result=
15:36:50 938	 5 ImageProcess result=
15:36:50 942	7 finish getImage
15:36:51 119	 1:start getImage
15:36:51 120	 2 getImage times:0
15:36:51 121	3  GrabFrame times:0,result=
15:36:51 126	 5 ImageProcess result=
15:36:51 130	7 finish getImage
15:36:51 132	 1:start getImage
15:36:51 132	 2 getImage times:0
15:36:51 133	3  GrabFrame times:0,result=
15:36:51 139	 5 ImageProcess result=
15:36:51 142	7 finish getImage
15:36:51 319	 1:start getImage
15:36:51 320	 2 getImage times:0
15:36:51 321	3  GrabFrame times:0,result=
15:36:51 326	 5 ImageProcess result=
15:36:51 330	7 finish getImage
15:36:51 331	 1:start getImage
15:36:51 332	 2 getImage times:0
15:36:51 333	3  GrabFrame times:0,result=
15:36:51 338	 5 ImageProcess result=
15:36:51 342	7 finish getImage
15:36:51 518	 1:start getImage
15:36:51 519	 2 getImage times:0
15:36:51 520	3  GrabFrame times:0,result=
15:36:51 525	 5 ImageProcess result=
15:36:51 529	7 finish getImage
15:36:51 530	 1:start getImage
15:36:51 531	 2 getImage times:0
15:36:51 532	3  GrabFrame times:0,result=
15:36:51 537	 5 ImageProcess result=
15:36:51 540	7 finish getImage
15:36:51 717	 1:start getImage
15:36:51 718	 2 getImage times:0
15:36:51 719	3  GrabFrame times:0,result=
15:36:51 724	 5 ImageProcess result=
15:36:51 728	7 finish getImage
15:36:51 730	 1:start getImage
15:36:51 730	 2 getImage times:0
15:36:51 731	3  GrabFrame times:0,result=
15:36:51 737	 5 ImageProcess result=
15:36:51 740	7 finish getImage
15:36:51 915	 1:start getImage
15:36:51 916	 2 getImage times:0
15:36:51 917	3  GrabFrame times:0,result=
15:36:51 922	 5 ImageProcess result=
15:36:51 925	7 finish getImage
15:36:51 927	 1:start getImage
15:36:51 928	 2 getImage times:0
15:36:51 929	3  GrabFrame times:0,result=
15:36:51 934	 5 ImageProcess result=
15:36:51 937	7 finish getImage
15:36:52 113	 1:start getImage
15:36:52 114	 2 getImage times:0
15:36:52 115	3  GrabFrame times:0,result=
15:36:52 120	 5 ImageProcess result=
15:36:52 124	7 finish getImage
15:36:52 126	 1:start getImage
15:36:52 126	 2 getImage times:0
15:36:52 127	3  GrabFrame times:0,result=
15:36:52 132	 5 ImageProcess result=
15:36:52 136	7 finish getImage
15:36:52 312	 1:start getImage
15:36:52 313	 2 getImage times:0
15:36:52 314	3  GrabFrame times:0,result=
15:36:52 319	 5 ImageProcess result=
15:36:52 323	7 finish getImage
15:36:52 325	 1:start getImage
15:36:52 325	 2 getImage times:0
15:36:52 327	3  GrabFrame times:0,result=
15:36:52 332	 5 ImageProcess result=
15:36:52 336	7 finish getImage
15:36:52 513	 1:start getImage
15:36:52 514	 2 getImage times:0
15:36:52 515	3  GrabFrame times:0,result=
15:36:52 520	 5 ImageProcess result=
15:36:52 524	7 finish getImage
15:36:52 525	 1:start getImage
15:36:52 526	 2 getImage times:0
15:36:52 527	3  GrabFrame times:0,result=
15:36:52 532	 5 ImageProcess result=
15:36:52 536	7 finish getImage
15:36:52 711	 1:start getImage
15:36:52 712	 2 getImage times:0
15:36:52 713	3  GrabFrame times:0,result=
15:36:52 718	 5 ImageProcess result=
15:36:52 722	7 finish getImage
15:36:52 723	 1:start getImage
15:36:52 724	 2 getImage times:0
15:36:52 727	3  GrabFrame times:0,result=
15:36:52 732	 5 ImageProcess result=
15:36:52 735	7 finish getImage
15:36:52 911	 1:start getImage
15:36:52 912	 2 getImage times:0
15:36:52 913	3  GrabFrame times:0,result=
15:36:52 918	 5 ImageProcess result=
15:36:52 922	7 finish getImage
15:36:52 923	 1:start getImage
15:36:52 924	 2 getImage times:0
15:36:52 927	3  GrabFrame times:0,result=
15:36:52 932	 5 ImageProcess result=
15:36:52 936	7 finish getImage
15:36:53 112	 1:start getImage
15:36:53 113	 2 getImage times:0
15:36:53 114	3  GrabFrame times:0,result=
15:36:53 119	 5 ImageProcess result=
15:36:53 122	7 finish getImage
15:36:53 124	 1:start getImage
15:36:53 125	 2 getImage times:0
15:36:53 127	3  GrabFrame times:0,result=
15:36:53 132	 5 ImageProcess result=
15:36:53 136	7 finish getImage
15:36:53 312	 1:start getImage
15:36:53 313	 2 getImage times:0
15:36:53 314	3  GrabFrame times:0,result=
15:36:53 319	 5 ImageProcess result=
15:36:53 322	7 finish getImage
15:36:53 324	 1:start getImage
15:36:53 325	 2 getImage times:0
15:36:53 327	3  GrabFrame times:0,result=
15:36:53 332	 5 ImageProcess result=
15:36:53 336	7 finish getImage
15:36:53 512	 1:start getImage
15:36:53 513	 2 getImage times:0
15:36:53 514	3  GrabFrame times:0,result=
15:36:53 519	 5 ImageProcess result=
15:36:53 523	7 finish getImage
15:36:53 524	 1:start getImage
15:36:53 525	 2 getImage times:0
15:36:53 527	3  GrabFrame times:0,result=
15:36:53 532	 5 ImageProcess result=
15:36:53 536	7 finish getImage
15:36:53 711	 1:start getImage
15:36:53 712	 2 getImage times:0
15:36:53 713	3  GrabFrame times:0,result=
15:36:53 718	 5 ImageProcess result=
15:36:53 722	7 finish getImage
15:36:53 724	 1:start getImage
15:36:53 724	 2 getImage times:0
15:36:53 726	3  GrabFrame times:0,result=
15:36:53 732	 5 ImageProcess result=
15:36:53 735	7 finish getImage
15:36:53 911	 1:start getImage
15:36:53 912	 2 getImage times:0
15:36:53 913	3  GrabFrame times:0,result=
15:36:53 918	 5 ImageProcess result=
15:36:53 922	7 finish getImage
15:36:53 924	 1:start getImage
15:36:53 924	 2 getImage times:0
15:36:53 927	3  GrabFrame times:0,result=
15:36:53 932	 5 ImageProcess result=
15:36:53 935	7 finish getImage
15:36:54 111	 1:start getImage
15:36:54 112	 2 getImage times:0
15:36:54 113	3  GrabFrame times:0,result=
15:36:54 118	 5 ImageProcess result=
15:36:54 122	7 finish getImage
15:36:54 123	 1:start getImage
15:36:54 124	 2 getImage times:0
15:36:54 127	3  GrabFrame times:0,result=
15:36:54 132	 5 ImageProcess result=
15:36:54 135	7 finish getImage
15:36:54 310	 1:start getImage
15:36:54 311	 2 getImage times:0
15:36:54 312	3  GrabFrame times:0,result=
15:36:54 317	 5 ImageProcess result=
15:36:54 321	7 finish getImage
15:36:54 322	 1:start getImage
15:36:54 323	 2 getImage times:0
15:36:54 327	3  GrabFrame times:0,result=
15:36:54 332	 5 ImageProcess result=
15:36:54 335	7 finish getImage
15:36:54 512	 1:start getImage
15:36:54 513	 2 getImage times:0
15:36:54 514	3  GrabFrame times:0,result=
15:36:54 519	 5 ImageProcess result=
15:36:54 522	7 finish getImage
15:36:54 524	 1:start getImage
15:36:54 525	 2 getImage times:0
15:36:54 527	3  GrabFrame times:0,result=
15:36:54 532	 5 ImageProcess result=
15:36:54 536	7 finish getImage
15:36:54 711	 1:start getImage
15:36:54 712	 2 getImage times:0
15:36:54 713	3  GrabFrame times:0,result=
15:36:54 718	 5 ImageProcess result=
15:36:54 721	7 finish getImage
15:36:54 723	 1:start getImage
15:36:54 724	 2 getImage times:0
15:36:54 727	3  GrabFrame times:0,result=
15:36:54 732	 5 ImageProcess result=
15:36:54 736	7 finish getImage
15:36:54 912	 1:start getImage
15:36:54 913	 2 getImage times:0
15:36:54 914	3  GrabFrame times:0,result=
15:36:54 919	 5 ImageProcess result=
15:36:54 922	7 finish getImage
15:36:54 924	 1:start getImage
15:36:54 925	 2 getImage times:0
15:36:54 927	3  GrabFrame times:0,result=
15:36:54 932	 5 ImageProcess result=
15:36:54 936	7 finish getImage
15:36:55 112	 1:start getImage
15:36:55 113	 2 getImage times:0
15:36:55 114	3  GrabFrame times:0,result=
15:36:55 119	 5 ImageProcess result=
15:36:55 122	7 finish getImage
15:36:55 124	 1:start getImage
15:36:55 125	 2 getImage times:0
15:36:55 127	3  GrabFrame times:0,result=
15:36:55 133	 5 ImageProcess result=
15:36:55 136	7 finish getImage
15:36:55 312	 1:start getImage
15:36:55 313	 2 getImage times:0
15:36:55 314	3  GrabFrame times:0,result=
15:36:55 319	 5 ImageProcess result=
15:36:55 322	7 finish getImage
15:36:55 324	 1:start getImage
15:36:55 324	 2 getImage times:0
15:36:55 327	3  GrabFrame times:0,result=
15:36:55 333	 5 ImageProcess result=
15:36:55 336	7 finish getImage
15:36:55 512	 1:start getImage
15:36:55 513	 2 getImage times:0
15:36:55 514	3  GrabFrame times:0,result=
15:36:55 519	 5 ImageProcess result=
15:36:55 522	7 finish getImage
15:36:55 524	 1:start getImage
15:36:55 525	 2 getImage times:0
15:36:55 527	3  GrabFrame times:0,result=
15:36:55 532	 5 ImageProcess result=
15:36:55 535	7 finish getImage
15:36:55 711	 1:start getImage
15:36:55 712	 2 getImage times:0
15:36:55 713	3  GrabFrame times:0,result=
15:36:55 718	 5 ImageProcess result=
15:36:55 721	7 finish getImage
15:36:55 723	 1:start getImage
15:36:55 724	 2 getImage times:0
15:36:55 727	3  GrabFrame times:0,result=
15:36:55 732	 5 ImageProcess result=
15:36:55 735	7 finish getImage
15:36:55 911	 1:start getImage
15:36:55 912	 2 getImage times:0
15:36:55 913	3  GrabFrame times:0,result=
15:36:55 918	 5 ImageProcess result=
15:36:55 921	7 finish getImage
15:36:55 923	 1:start getImage
15:36:55 923	 2 getImage times:0
15:36:55 927	3  GrabFrame times:0,result=
15:36:55 932	 5 ImageProcess result=
