13:29:48 509	 start loadBaseParameter 
15:54:23 534	 1:start getImage
15:54:23 534	 2 getImage times:0
15:54:23 558	3  GrabFrame times:0,result=
15:54:23 563	 5 ImageProcess result=
15:54:23 567	7 finish getImage
15:54:23 743	 1:start getImage
15:54:23 743	 2 getImage times:0
15:54:23 743	3  GrabFrame times:0,result=
15:54:23 749	 5 ImageProcess result=
15:54:23 753	7 finish getImage
15:54:23 756	 1:start getImage
15:54:23 756	 2 getImage times:0
15:54:23 757	3  GrabFrame times:0,result=
15:54:23 762	 5 ImageProcess result=
15:54:23 768	7 finish getImage
15:54:24 149	 1:start getImage
15:54:24 149	 2 getImage times:0
15:54:24 150	3  GrabFrame times:0,result=
15:54:24 155	 5 ImageProcess result=
15:54:24 159	7 finish getImage
15:54:24 162	 1:start getImage
15:54:24 162	 2 getImage times:0
15:54:24 163	3  GrabFrame times:0,result=
15:54:24 168	 5 ImageProcess result=
15:54:24 172	7 finish getImage
15:54:24 821	 1:start getImage
15:54:24 821	 2 getImage times:0
15:54:24 822	3  GrabFrame times:0,result=
15:54:24 828	 5 ImageProcess result=
15:54:24 831	7 finish getImage
15:54:24 834	 1:start getImage
15:54:24 834	 2 getImage times:0
15:54:24 838	3  GrabFrame times:0,result=
15:54:24 843	 5 ImageProcess result=
15:54:24 847	7 finish getImage
15:54:25 066	 1:start getImage
15:54:25 066	 2 getImage times:0
15:54:25 067	3  GrabFrame times:0,result=
15:54:25 073	 5 ImageProcess result=
15:54:25 077	7 finish getImage
15:54:25 079	 1:start getImage
15:54:25 080	 2 getImage times:0
15:54:25 080	3  GrabFrame times:0,result=
15:54:25 086	 5 ImageProcess result=
15:54:25 089	7 finish getImage
15:54:25 299	 1:start getImage
15:54:25 299	 2 getImage times:0
15:54:25 301	3  GrabFrame times:0,result=
15:54:25 306	 5 ImageProcess result=
15:54:25 309	7 finish getImage
15:54:25 311	 1:start getImage
15:54:25 311	 2 getImage times:0
15:54:25 318	3  GrabFrame times:0,result=
15:54:25 323	 5 ImageProcess result=
15:54:25 327	7 finish getImage
15:54:25 501	 1:start getImage
15:54:25 502	 2 getImage times:0
15:54:25 503	3  GrabFrame times:0,result=
15:54:25 508	 5 ImageProcess result=
15:54:25 512	7 finish getImage
15:54:25 513	 1:start getImage
15:54:25 514	 2 getImage times:0
15:54:25 517	3  GrabFrame times:0,result=
15:54:25 522	 5 ImageProcess result=
15:54:25 526	7 finish getImage
15:54:25 700	 1:start getImage
15:54:25 700	 2 getImage times:0
15:54:25 701	3  GrabFrame times:0,result=
15:54:25 706	 5 ImageProcess result=
15:54:25 710	7 finish getImage
15:54:25 712	 1:start getImage
15:54:25 713	 2 getImage times:0
15:54:25 717	3  GrabFrame times:0,result=
15:54:25 723	 5 ImageProcess result=
15:54:25 726	7 finish getImage
15:54:25 917	 1:start getImage
15:54:25 918	 2 getImage times:0
15:54:25 919	3  GrabFrame times:0,result=
15:54:25 924	 5 ImageProcess result=
15:54:25 927	7 finish getImage
15:54:25 929	 1:start getImage
15:54:25 929	 2 getImage times:0
15:54:25 957	3  GrabFrame times:0,result=
15:54:25 962	 5 ImageProcess result=
15:54:25 966	7 finish getImage
15:54:26 141	 1:start getImage
15:54:26 141	 2 getImage times:0
15:54:26 142	3  GrabFrame times:0,result=
15:54:26 148	 5 ImageProcess result=
15:54:26 152	7 finish getImage
15:54:26 154	 1:start getImage
15:54:26 154	 2 getImage times:0
15:54:26 157	3  GrabFrame times:0,result=
15:54:26 163	 5 ImageProcess result=
15:54:26 166	7 finish getImage
15:54:26 340	 1:start getImage
15:54:26 340	 2 getImage times:0
15:54:26 341	3  GrabFrame times:0,result=
15:54:26 347	 5 ImageProcess result=
15:54:26 351	7 finish getImage
15:54:26 353	 1:start getImage
15:54:26 354	 2 getImage times:0
15:54:26 357	3  GrabFrame times:0,result=
15:54:26 363	 5 ImageProcess result=
15:54:26 366	7 finish getImage
15:54:26 540	 1:start getImage
15:54:26 540	 2 getImage times:0
15:54:26 541	3  GrabFrame times:0,result=
15:54:26 547	 5 ImageProcess result=
15:54:26 551	7 finish getImage
15:54:26 554	 1:start getImage
15:54:26 554	 2 getImage times:0
15:54:26 558	3  GrabFrame times:0,result=
15:54:26 563	 5 ImageProcess result=
15:54:26 567	7 finish getImage
15:54:26 740	 1:start getImage
15:54:26 740	 2 getImage times:0
15:54:26 741	3  GrabFrame times:0,result=
15:54:26 748	 5 ImageProcess result=
15:54:26 752	7 finish getImage
15:54:26 754	 1:start getImage
15:54:26 754	 2 getImage times:0
15:54:26 758	3  GrabFrame times:0,result=
15:54:26 763	 5 ImageProcess result=
15:54:26 767	7 finish getImage
15:54:26 941	 1:start getImage
15:54:26 941	 2 getImage times:0
15:54:26 942	3  GrabFrame times:0,result=
15:54:26 948	 5 ImageProcess result=
15:54:26 952	7 finish getImage
15:54:26 954	 1:start getImage
15:54:26 955	 2 getImage times:0
15:54:26 958	3  GrabFrame times:0,result=
15:54:26 963	 5 ImageProcess result=
15:54:26 967	7 finish getImage
15:54:27 142	 1:start getImage
15:54:27 142	 2 getImage times:0
15:54:27 144	3  GrabFrame times:0,result=
15:54:27 149	 5 ImageProcess result=
15:54:27 153	7 finish getImage
15:54:27 155	 1:start getImage
15:54:27 155	 2 getImage times:0
15:54:27 158	3  GrabFrame times:0,result=
15:54:27 164	 5 ImageProcess result=
15:54:27 167	7 finish getImage
15:54:27 340	 1:start getImage
15:54:27 340	 2 getImage times:0
15:54:27 342	3  GrabFrame times:0,result=
15:54:27 347	 5 ImageProcess result=
15:54:27 350	7 finish getImage
15:54:27 353	 1:start getImage
15:54:27 353	 2 getImage times:0
15:54:27 357	3  GrabFrame times:0,result=
15:54:27 362	 5 ImageProcess result=
15:54:27 366	7 finish getImage
15:54:27 539	 1:start getImage
15:54:27 539	 2 getImage times:0
15:54:27 540	3  GrabFrame times:0,result=
15:54:27 546	 5 ImageProcess result=
15:54:27 549	7 finish getImage
15:54:27 552	 1:start getImage
15:54:27 552	 2 getImage times:0
15:54:27 557	3  GrabFrame times:0,result=
15:54:27 563	 5 ImageProcess result=
15:54:27 566	7 finish getImage
15:54:27 743	 1:start getImage
15:54:27 743	 2 getImage times:0
15:54:27 745	3  GrabFrame times:0,result=
15:54:27 751	 5 ImageProcess result=
15:54:27 754	7 finish getImage
15:54:27 756	 1:start getImage
15:54:27 757	 2 getImage times:0
15:54:27 758	3  GrabFrame times:0,result=
15:54:27 764	 5 ImageProcess result=
15:54:27 768	7 finish getImage
15:54:27 942	 1:start getImage
15:54:27 942	 2 getImage times:0
15:54:27 943	3  GrabFrame times:0,result=
15:54:27 950	 5 ImageProcess result=
15:54:27 953	7 finish getImage
15:54:27 956	 1:start getImage
15:54:27 956	 2 getImage times:0
15:54:27 957	3  GrabFrame times:0,result=
15:54:27 963	 5 ImageProcess result=
15:54:27 966	7 finish getImage
15:54:28 140	 1:start getImage
15:54:28 140	 2 getImage times:0
15:54:28 141	3  GrabFrame times:0,result=
15:54:28 147	 5 ImageProcess result=
15:54:28 150	7 finish getImage
15:54:28 153	 1:start getImage
15:54:28 153	 2 getImage times:0
15:54:28 157	3  GrabFrame times:0,result=
15:54:28 163	 5 ImageProcess result=
15:54:28 167	7 finish getImage
15:54:28 341	 1:start getImage
15:54:28 341	 2 getImage times:0
15:54:28 342	3  GrabFrame times:0,result=
15:54:28 348	 5 ImageProcess result=
15:54:28 352	7 finish getImage
15:54:28 354	 1:start getImage
15:54:28 355	 2 getImage times:0
15:54:28 358	3  GrabFrame times:0,result=
15:54:28 365	 5 ImageProcess result=
15:54:28 369	7 finish getImage
15:54:28 544	 1:start getImage
15:54:28 544	 2 getImage times:0
15:54:28 546	3  GrabFrame times:0,result=
15:54:28 551	 5 ImageProcess result=
15:54:28 554	7 finish getImage
15:54:28 557	 1:start getImage
15:54:28 558	 2 getImage times:0
15:54:28 559	3  GrabFrame times:0,result=
15:54:28 566	 5 ImageProcess result=
15:54:28 570	7 finish getImage
15:54:28 752	 1:start getImage
15:54:28 752	 2 getImage times:0
15:54:28 754	3  GrabFrame times:0,result=
15:54:28 759	 5 ImageProcess result=
15:54:28 763	7 finish getImage
15:54:28 765	 1:start getImage
15:54:28 766	 2 getImage times:0
15:54:28 768	3  GrabFrame times:0,result=
15:54:28 773	 5 ImageProcess result=
15:54:28 777	7 finish getImage
15:54:28 952	 1:start getImage
15:54:28 952	 2 getImage times:0
15:54:28 953	3  GrabFrame times:0,result=
15:54:28 959	 5 ImageProcess result=
15:54:28 962	7 finish getImage
15:54:28 965	 1:start getImage
15:54:28 966	 2 getImage times:0
15:54:28 967	3  GrabFrame times:0,result=
15:54:28 972	 5 ImageProcess result=
15:54:28 976	7 finish getImage
15:54:29 155	 1:start getImage
15:54:29 155	 2 getImage times:0
15:54:29 156	3  GrabFrame times:0,result=
15:54:29 161	 5 ImageProcess result=
15:54:29 166	7 finish getImage
15:54:29 169	 1:start getImage
15:54:29 169	 2 getImage times:0
15:54:29 170	3  GrabFrame times:0,result=
15:54:29 175	 5 ImageProcess result=
15:54:29 179	7 finish getImage
15:54:29 356	 1:start getImage
15:54:29 356	 2 getImage times:0
15:54:29 357	3  GrabFrame times:0,result=
15:54:29 362	 5 ImageProcess result=
15:54:29 366	7 finish getImage
15:54:29 369	 1:start getImage
15:54:29 369	 2 getImage times:0
15:54:29 397	3  GrabFrame times:0,result=
15:54:29 403	 5 ImageProcess result=
15:54:29 406	7 finish getImage
15:54:29 580	 1:start getImage
15:54:29 580	 2 getImage times:0
15:54:29 581	3  GrabFrame times:0,result=
15:54:29 587	 5 ImageProcess result=
15:54:29 590	7 finish getImage
15:54:29 593	 1:start getImage
15:54:29 593	 2 getImage times:0
15:54:29 597	3  GrabFrame times:0,result=
15:54:29 602	 5 ImageProcess result=
15:54:29 607	7 finish getImage
15:54:29 780	 1:start getImage
15:54:29 780	 2 getImage times:0
15:54:29 781	3  GrabFrame times:0,result=
15:54:29 787	 5 ImageProcess result=
15:54:29 791	7 finish getImage
15:54:29 793	 1:start getImage
15:54:29 794	 2 getImage times:0
15:54:29 797	3  GrabFrame times:0,result=
15:54:29 803	 5 ImageProcess result=
15:54:29 806	7 finish getImage
15:54:29 980	 1:start getImage
15:54:29 980	 2 getImage times:0
15:54:29 982	3  GrabFrame times:0,result=
15:54:29 988	 5 ImageProcess result=
15:54:29 992	7 finish getImage
15:54:29 994	 1:start getImage
15:54:29 995	 2 getImage times:0
15:54:29 998	3  GrabFrame times:0,result=
15:54:30 004	 5 ImageProcess result=
15:54:30 007	7 finish getImage
15:54:30 190	 1:start getImage
15:54:30 190	 2 getImage times:0
15:54:30 191	3  GrabFrame times:0,result=
15:54:30 197	 5 ImageProcess result=
15:54:30 201	7 finish getImage
15:54:30 203	 1:start getImage
15:54:30 204	 2 getImage times:0
15:54:30 205	3  GrabFrame times:0,result=
15:54:30 210	 5 ImageProcess result=
15:54:30 213	7 finish getImage
15:54:30 267	 1:start getImage
15:54:30 268	 2 getImage times:0
15:54:30 269	3  GrabFrame times:0,result=
15:54:30 274	 5 ImageProcess result=
15:54:30 278	7 finish getImage
15:54:30 280	 1:start getImage
15:54:30 281	 2 getImage times:0
15:54:30 282	3  GrabFrame times:0,result=
15:54:30 287	 5 ImageProcess result=
15:54:30 291	7 finish getImage
15:54:30 496	 1:start getImage
15:54:30 496	 2 getImage times:0
15:54:30 500	3  GrabFrame times:0,result=
15:54:30 507	 5 ImageProcess result=
15:54:30 512	7 finish getImage
15:54:30 515	 1:start getImage
15:54:30 515	 2 getImage times:0
15:54:30 518	3  GrabFrame times:0,result=
15:54:30 524	 5 ImageProcess result=
15:54:30 527	7 finish getImage
15:54:30 706	 1:start getImage
15:54:30 706	 2 getImage times:0
15:54:30 707	3  GrabFrame times:0,result=
15:54:30 713	 5 ImageProcess result=
15:54:30 716	7 finish getImage
15:54:30 719	 1:start getImage
15:54:30 719	 2 getImage times:0
15:54:30 720	3  GrabFrame times:0,result=
15:54:30 725	 5 ImageProcess result=
15:54:30 729	7 finish getImage
15:54:30 901	 1:start getImage
15:54:30 901	 2 getImage times:0
15:54:30 902	3  GrabFrame times:0,result=
15:54:30 908	 5 ImageProcess result=
15:54:30 911	7 finish getImage
15:54:30 913	 1:start getImage
15:54:30 914	 2 getImage times:0
15:54:30 917	3  GrabFrame times:0,result=
15:54:30 922	 5 ImageProcess result=
15:54:30 926	7 finish getImage
15:54:31 101	 1:start getImage
15:54:31 102	 2 getImage times:0
15:54:31 103	3  GrabFrame times:0,result=
15:54:31 108	 5 ImageProcess result=
15:54:31 112	7 finish getImage
15:54:31 113	 1:start getImage
15:54:31 114	 2 getImage times:0
15:54:31 117	3  GrabFrame times:0,result=
15:54:31 123	 5 ImageProcess result=
15:54:31 127	7 finish getImage
15:54:31 300	 1:start getImage
15:54:31 301	 2 getImage times:0
15:54:31 302	3  GrabFrame times:0,result=
15:54:31 307	 5 ImageProcess result=
15:54:31 311	7 finish getImage
15:54:31 312	 1:start getImage
15:54:31 313	 2 getImage times:0
15:54:31 317	3  GrabFrame times:0,result=
15:54:31 323	 5 ImageProcess result=
15:54:31 326	7 finish getImage
15:54:31 502	 1:start getImage
15:54:31 502	 2 getImage times:0
15:54:31 503	3  GrabFrame times:0,result=
15:54:31 509	 5 ImageProcess result=
15:54:31 513	7 finish getImage
15:54:31 514	 1:start getImage
15:54:31 515	 2 getImage times:0
15:54:31 518	3  GrabFrame times:0,result=
15:54:31 523	 5 ImageProcess result=
15:54:31 527	7 finish getImage
15:54:31 700	 1:start getImage
15:54:31 700	 2 getImage times:0
15:54:31 701	3  GrabFrame times:0,result=
15:54:31 706	 5 ImageProcess result=
15:54:31 710	7 finish getImage
15:54:31 713	 1:start getImage
15:54:31 713	 2 getImage times:0
15:54:31 717	3  GrabFrame times:0,result=
15:54:31 723	 5 ImageProcess result=
15:54:31 726	7 finish getImage
15:54:31 899	 1:start getImage
15:54:31 899	 2 getImage times:0
15:54:31 900	3  GrabFrame times:0,result=
15:54:31 905	 5 ImageProcess result=
15:54:31 909	7 finish getImage
15:54:31 911	 1:start getImage
15:54:31 912	 2 getImage times:0
15:54:31 918	3  GrabFrame times:0,result=
15:54:31 923	 5 ImageProcess result=
15:54:31 926	7 finish getImage
15:54:32 099	 1:start getImage
15:54:32 099	 2 getImage times:0
15:54:32 100	3  GrabFrame times:0,result=
15:54:32 105	 5 ImageProcess result=
15:54:32 109	7 finish getImage
15:54:32 112	 1:start getImage
15:54:32 112	 2 getImage times:0
15:54:32 118	3  GrabFrame times:0,result=
15:54:32 123	 5 ImageProcess result=
15:54:32 126	7 finish getImage
15:54:32 571	 1:start getImage
15:54:32 571	 2 getImage times:0
15:54:32 572	3  GrabFrame times:0,result=
15:54:32 577	 5 ImageProcess result=
15:54:32 581	7 finish getImage
15:54:32 583	 1:start getImage
15:54:32 584	 2 getImage times:0
15:54:32 597	3  GrabFrame times:0,result=
15:54:32 602	 5 ImageProcess result=
15:54:32 606	7 finish getImage
15:54:33 235	 1:start getImage
15:54:33 236	 2 getImage times:0
15:54:33 237	3  GrabFrame times:0,result=
15:54:33 242	 5 ImageProcess result=
15:54:33 245	7 finish getImage
15:54:33 248	 1:start getImage
15:54:33 249	 2 getImage times:0
15:54:33 250	3  GrabFrame times:0,result=
15:54:33 255	 5 ImageProcess result=
15:54:33 258	7 finish getImage
15:54:33 477	 1:start getImage
15:54:33 478	 2 getImage times:0
15:54:33 478	3  GrabFrame times:0,result=
15:54:33 483	 5 ImageProcess result=
15:54:33 487	7 finish getImage
15:54:33 490	 1:start getImage
15:54:33 490	 2 getImage times:0
15:54:33 518	3  GrabFrame times:0,result=
15:54:33 524	 5 ImageProcess result=
15:54:33 527	7 finish getImage
15:54:33 706	 1:start getImage
15:54:33 706	 2 getImage times:0
15:54:33 707	3  GrabFrame times:0,result=
15:54:33 712	 5 ImageProcess result=
15:54:33 716	7 finish getImage
15:54:33 719	 1:start getImage
15:54:33 719	 2 getImage times:0
15:54:33 720	3  GrabFrame times:0,result=
15:54:33 725	 5 ImageProcess result=
15:54:33 729	7 finish getImage
15:54:33 902	 1:start getImage
15:54:33 902	 2 getImage times:0
15:54:33 903	3  GrabFrame times:0,result=
15:54:33 909	 5 ImageProcess result=
15:54:33 912	7 finish getImage
15:54:33 914	 1:start getImage
15:54:33 915	 2 getImage times:0
15:54:33 918	3  GrabFrame times:0,result=
15:54:33 923	 5 ImageProcess result=
15:54:33 926	7 finish getImage
15:54:34 100	 1:start getImage
15:54:34 100	 2 getImage times:0
15:54:34 101	3  GrabFrame times:0,result=
15:54:34 107	 5 ImageProcess result=
15:54:34 111	7 finish getImage
15:54:34 113	 1:start getImage
15:54:34 113	 2 getImage times:0
15:54:34 118	3  GrabFrame times:0,result=
15:54:34 123	 5 ImageProcess result=
15:54:34 127	7 finish getImage
15:54:34 301	 1:start getImage
15:54:34 301	 2 getImage times:0
15:54:34 302	3  GrabFrame times:0,result=
15:54:34 307	 5 ImageProcess result=
15:54:34 311	7 finish getImage
15:54:34 313	 1:start getImage
15:54:34 314	 2 getImage times:0
15:54:34 317	3  GrabFrame times:0,result=
15:54:34 322	 5 ImageProcess result=
15:54:34 326	7 finish getImage
15:54:34 499	 1:start getImage
15:54:34 499	 2 getImage times:0
15:54:34 500	3  GrabFrame times:0,result=
15:54:34 506	 5 ImageProcess result=
15:54:34 510	7 finish getImage
15:54:34 512	 1:start getImage
15:54:34 512	 2 getImage times:0
15:54:34 517	3  GrabFrame times:0,result=
15:54:34 522	 5 ImageProcess result=
