13:43:52 856	 start loadBaseParameter 
14:10:33 866	 2 getImage times:0
14:10:33 866	3  GrabFrame times:0,result=
14:10:33 918	 2 getImage times:1
14:10:33 918	3  GrabFrame times:1,result=
14:10:33 970	 2 getImage times:2
14:10:33 970	3  GrabFrame times:2,result=
14:10:34 023	 1:start getImage
14:10:34 024	 2 getImage times:0
14:10:34 024	3  GrabFrame times:0,result=
14:10:34 076	 2 getImage times:1
14:10:34 076	3  GrabFrame times:1,result=
14:10:34 128	 2 getImage times:2
14:10:34 128	3  GrabFrame times:2,result=
14:10:34 348	 1:start getImage
14:10:34 349	 2 getImage times:0
14:10:34 350	3  GrabFrame times:0,result=
14:10:34 402	 2 getImage times:1
14:10:34 403	3  GrabFrame times:1,result=
14:10:34 454	 2 getImage times:2
14:10:34 455	3  GrabFrame times:2,result=
14:10:34 508	 1:start getImage
14:10:34 509	 2 getImage times:0
14:10:34 509	3  GrabFrame times:0,result=
14:10:34 561	 2 getImage times:1
14:10:34 562	3  GrabFrame times:1,result=
14:10:34 613	 2 getImage times:2
14:10:34 613	3  GrabFrame times:2,result=
14:10:34 667	 1:start getImage
14:10:34 667	 2 getImage times:0
14:10:34 668	3  GrabFrame times:0,result=
14:10:34 719	 2 getImage times:1
14:10:34 719	3  GrabFrame times:1,result=
14:10:34 771	 2 getImage times:2
14:10:34 771	3  GrabFrame times:2,result=
14:10:34 824	 1:start getImage
14:10:34 825	 2 getImage times:0
14:10:34 825	3  GrabFrame times:0,result=
14:10:34 876	 2 getImage times:1
14:10:34 876	3  GrabFrame times:1,result=
14:10:34 928	 2 getImage times:2
14:10:34 928	3  GrabFrame times:2,result=
14:10:34 981	 1:start getImage
14:10:34 981	 2 getImage times:0
14:10:34 982	3  GrabFrame times:0,result=
14:10:35 033	 2 getImage times:1
14:10:35 033	3  GrabFrame times:1,result=
14:10:35 085	 2 getImage times:2
14:10:35 085	3  GrabFrame times:2,result=
14:10:35 138	 1:start getImage
14:10:35 138	 2 getImage times:0
14:10:35 139	3  GrabFrame times:0,result=
14:10:35 190	 2 getImage times:1
14:10:35 190	3  GrabFrame times:1,result=
14:10:35 242	 2 getImage times:2
14:10:35 242	3  GrabFrame times:2,result=
14:10:35 462	 1:start getImage
14:10:35 462	 2 getImage times:0
14:10:35 463	3  GrabFrame times:0,result=
14:10:35 514	 2 getImage times:1
14:10:35 514	3  GrabFrame times:1,result=
14:10:35 566	 2 getImage times:2
14:10:35 566	3  GrabFrame times:2,result=
14:10:35 619	 1:start getImage
14:10:35 620	 2 getImage times:0
14:10:35 620	3  GrabFrame times:0,result=
14:10:35 672	 2 getImage times:1
14:10:35 672	3  GrabFrame times:1,result=
14:10:35 724	 2 getImage times:2
14:10:35 724	3  GrabFrame times:2,result=
14:10:35 777	 1:start getImage
14:10:35 777	 2 getImage times:0
14:10:35 778	3  GrabFrame times:0,result=
14:10:35 829	 2 getImage times:1
14:10:35 829	3  GrabFrame times:1,result=
14:10:35 881	 2 getImage times:2
14:10:35 881	3  GrabFrame times:2,result=
14:10:35 934	 1:start getImage
14:10:35 935	 2 getImage times:0
14:10:35 935	3  GrabFrame times:0,result=
14:10:35 987	 2 getImage times:1
14:10:35 987	3  GrabFrame times:1,result=
14:10:36 039	 2 getImage times:2
14:10:36 039	3  GrabFrame times:2,result=
14:10:36 092	 1:start getImage
14:10:36 093	 2 getImage times:0
14:10:36 093	3  GrabFrame times:0,result=
14:10:36 145	 2 getImage times:1
14:10:36 145	3  GrabFrame times:1,result=
14:10:36 197	 2 getImage times:2
14:10:36 197	3  GrabFrame times:2,result=
14:10:36 250	 1:start getImage
14:10:36 251	 2 getImage times:0
14:10:36 251	3  GrabFrame times:0,result=
14:10:36 302	 2 getImage times:1
14:10:36 304	3  GrabFrame times:1,result=
14:10:36 363	 2 getImage times:2
14:10:36 363	3  GrabFrame times:2,result=
14:10:36 583	 1:start getImage
14:10:36 583	 2 getImage times:0
14:10:36 584	3  GrabFrame times:0,result=
14:10:36 636	 2 getImage times:1
14:10:36 636	3  GrabFrame times:1,result=
14:10:36 688	 2 getImage times:2
14:10:36 688	3  GrabFrame times:2,result=
14:10:36 741	 1:start getImage
14:10:36 742	 2 getImage times:0
14:10:36 742	3  GrabFrame times:0,result=
14:10:36 794	 2 getImage times:1
14:10:36 794	3  GrabFrame times:1,result=
14:10:36 846	 2 getImage times:2
14:10:36 846	3  GrabFrame times:2,result=
14:10:36 899	 1:start getImage
14:10:36 900	 2 getImage times:0
14:10:36 900	3  GrabFrame times:0,result=
14:10:36 951	 2 getImage times:1
14:10:36 951	3  GrabFrame times:1,result=
14:10:37 003	 2 getImage times:2
14:10:37 003	3  GrabFrame times:2,result=
14:10:37 055	 1:start getImage
14:10:37 056	 2 getImage times:0
14:10:37 056	3  GrabFrame times:0,result=
14:10:37 107	 2 getImage times:1
14:10:37 107	3  GrabFrame times:1,result=
14:10:37 159	 2 getImage times:2
14:10:37 159	3  GrabFrame times:2,result=
14:10:37 212	 1:start getImage
14:10:37 213	 2 getImage times:0
14:10:37 214	3  GrabFrame times:0,result=
14:10:37 265	 2 getImage times:1
14:10:37 265	3  GrabFrame times:1,result=
14:10:37 317	 2 getImage times:2
14:10:37 317	3  GrabFrame times:2,result=
14:10:37 370	 1:start getImage
14:10:37 371	 2 getImage times:0
14:10:37 371	3  GrabFrame times:0,result=
14:10:37 422	 2 getImage times:1
14:10:37 422	3  GrabFrame times:1,result=
14:10:37 474	 2 getImage times:2
14:10:37 474	3  GrabFrame times:2,result=
14:10:37 695	 1:start getImage
14:10:37 695	 2 getImage times:0
14:10:37 696	3  GrabFrame times:0,result=
14:10:37 747	 2 getImage times:1
14:10:37 747	3  GrabFrame times:1,result=
14:10:37 799	 2 getImage times:2
14:10:37 799	3  GrabFrame times:2,result=
14:10:37 852	 1:start getImage
14:10:37 853	 2 getImage times:0
14:10:37 853	3  GrabFrame times:0,result=
14:10:37 905	 2 getImage times:1
14:10:37 905	3  GrabFrame times:1,result=
14:10:37 957	 2 getImage times:2
14:10:37 957	3  GrabFrame times:2,result=
14:10:38 010	 1:start getImage
14:10:38 011	 2 getImage times:0
14:10:38 011	3  GrabFrame times:0,result=
14:10:38 063	 2 getImage times:1
14:10:38 063	3  GrabFrame times:1,result=
14:10:38 115	 2 getImage times:2
14:10:38 115	3  GrabFrame times:2,result=
14:10:38 168	 1:start getImage
14:10:38 169	 2 getImage times:0
14:10:38 169	3  GrabFrame times:0,result=
14:10:38 221	 2 getImage times:1
14:10:38 221	3  GrabFrame times:1,result=
14:10:38 273	 2 getImage times:2
14:10:38 273	3  GrabFrame times:2,result=
14:10:38 326	 1:start getImage
14:10:38 327	 2 getImage times:0
14:10:38 327	3  GrabFrame times:0,result=
14:10:38 379	 2 getImage times:1
14:10:38 379	3  GrabFrame times:1,result=
14:10:38 431	 2 getImage times:2
14:10:38 431	3  GrabFrame times:2,result=
14:10:38 484	 1:start getImage
14:10:38 485	 2 getImage times:0
14:10:38 485	3  GrabFrame times:0,result=
14:10:38 537	 2 getImage times:1
14:10:38 537	3  GrabFrame times:1,result=
14:10:38 589	 2 getImage times:2
14:10:38 589	3  GrabFrame times:2,result=
14:10:38 808	 1:start getImage
14:10:38 808	 2 getImage times:0
14:10:38 809	3  GrabFrame times:0,result=
14:10:38 860	 2 getImage times:1
14:10:38 860	3  GrabFrame times:1,result=
14:10:38 912	 2 getImage times:2
14:10:38 912	3  GrabFrame times:2,result=
14:10:38 965	 1:start getImage
14:10:38 966	 2 getImage times:0
14:10:38 966	3  GrabFrame times:0,result=
14:10:39 018	 2 getImage times:1
14:10:39 018	3  GrabFrame times:1,result=
14:10:39 070	 2 getImage times:2
14:10:39 070	3  GrabFrame times:2,result=
14:10:39 123	 1:start getImage
14:10:39 124	 2 getImage times:0
14:10:39 124	3  GrabFrame times:0,result=
14:10:39 176	 2 getImage times:1
14:10:39 176	3  GrabFrame times:1,result=
14:10:39 228	 2 getImage times:2
14:10:39 228	3  GrabFrame times:2,result=
14:10:39 281	 1:start getImage
14:10:39 281	 2 getImage times:0
14:10:39 282	3  GrabFrame times:0,result=
14:10:39 333	 2 getImage times:1
14:10:39 333	3  GrabFrame times:1,result=
14:10:39 385	 2 getImage times:2
14:10:39 385	3  GrabFrame times:2,result=
14:10:39 438	 1:start getImage
14:10:39 438	 2 getImage times:0
14:10:39 439	3  GrabFrame times:0,result=
14:10:39 490	 2 getImage times:1
14:10:39 490	3  GrabFrame times:1,result=
14:10:39 542	 2 getImage times:2
14:10:39 542	3  GrabFrame times:2,result=
14:10:39 595	 1:start getImage
14:10:39 596	 2 getImage times:0
14:10:39 596	3  GrabFrame times:0,result=
14:10:39 647	 2 getImage times:1
14:10:39 647	3  GrabFrame times:1,result=
14:10:39 699	 2 getImage times:2
14:10:39 699	3  GrabFrame times:2,result=
14:10:39 921	 1:start getImage
14:10:39 921	 2 getImage times:0
14:10:39 922	3  GrabFrame times:0,result=
14:10:39 973	 2 getImage times:1
14:10:39 973	3  GrabFrame times:1,result=
14:10:40 025	 2 getImage times:2
14:10:40 025	3  GrabFrame times:2,result=
14:10:40 078	 1:start getImage
14:10:40 079	 2 getImage times:0
14:10:40 079	3  GrabFrame times:0,result=
14:10:40 130	 2 getImage times:1
14:10:40 130	3  GrabFrame times:1,result=
14:10:40 182	 2 getImage times:2
14:10:40 182	3  GrabFrame times:2,result=
14:10:40 235	 1:start getImage
14:10:40 236	 2 getImage times:0
14:10:40 236	3  GrabFrame times:0,result=
14:10:40 287	 2 getImage times:1
14:10:40 287	3  GrabFrame times:1,result=
14:10:40 339	 2 getImage times:2
14:10:40 339	3  GrabFrame times:2,result=
14:10:40 392	 1:start getImage
14:10:40 392	 2 getImage times:0
14:10:40 393	3  GrabFrame times:0,result=
14:10:40 444	 2 getImage times:1
14:10:40 444	3  GrabFrame times:1,result=
14:10:40 496	 2 getImage times:2
14:10:40 496	3  GrabFrame times:2,result=
14:10:40 548	 1:start getImage
14:10:40 549	 2 getImage times:0
14:10:40 549	3  GrabFrame times:0,result=
14:10:40 601	 2 getImage times:1
14:10:40 601	3  GrabFrame times:1,result=
14:10:40 653	 2 getImage times:2
14:10:40 653	3  GrabFrame times:2,result=
14:10:40 706	 1:start getImage
14:10:40 707	 2 getImage times:0
14:10:40 707	3  GrabFrame times:0,result=
14:10:40 758	 2 getImage times:1
14:10:40 758	3  GrabFrame times:1,result=
14:10:40 810	 2 getImage times:2
14:10:40 810	3  GrabFrame times:2,result=
14:10:41 030	 1:start getImage
14:10:41 030	 2 getImage times:0
14:10:41 031	3  GrabFrame times:0,result=
14:10:41 082	 2 getImage times:1
14:10:41 082	3  GrabFrame times:1,result=
14:10:41 134	 2 getImage times:2
14:10:41 134	3  GrabFrame times:2,result=
14:10:41 187	 1:start getImage
14:10:41 187	 2 getImage times:0
14:10:41 188	3  GrabFrame times:0,result=
14:10:41 239	 2 getImage times:1
14:10:41 239	3  GrabFrame times:1,result=
14:10:41 291	 2 getImage times:2
14:10:41 291	3  GrabFrame times:2,result=
14:10:41 344	 1:start getImage
14:10:41 345	 2 getImage times:0
14:10:41 345	3  GrabFrame times:0,result=
14:10:41 397	 2 getImage times:1
14:10:41 397	3  GrabFrame times:1,result=
14:10:41 449	 2 getImage times:2
14:10:41 449	3  GrabFrame times:2,result=
14:10:41 502	 1:start getImage
14:10:41 502	 2 getImage times:0
14:10:41 503	3  GrabFrame times:0,result=
14:10:41 554	 2 getImage times:1
14:10:41 554	3  GrabFrame times:1,result=
14:10:41 606	 2 getImage times:2
14:10:41 606	3  GrabFrame times:2,result=
14:10:41 659	 1:start getImage
14:10:41 660	 2 getImage times:0
14:10:41 660	3  GrabFrame times:0,result=
14:10:41 711	 2 getImage times:1
14:10:41 711	3  GrabFrame times:1,result=
14:10:41 763	 2 getImage times:2
14:10:41 763	3  GrabFrame times:2,result=
14:10:41 816	 1:start getImage
14:10:41 831	 2 getImage times:0
14:10:41 832	3  GrabFrame times:0,result=
14:10:41 883	 2 getImage times:1
14:10:41 883	3  GrabFrame times:1,result=
14:10:41 935	 2 getImage times:2
14:10:41 935	3  GrabFrame times:2,result=
14:10:42 156	 1:start getImage
14:10:42 156	 2 getImage times:0
14:10:42 157	3  GrabFrame times:0,result=
14:10:42 208	 2 getImage times:1
14:10:42 208	3  GrabFrame times:1,result=
14:10:42 260	 2 getImage times:2
14:10:42 260	3  GrabFrame times:2,result=
14:10:42 312	 1:start getImage
14:10:42 313	 2 getImage times:0
14:10:42 313	3  GrabFrame times:0,result=
14:10:42 365	 2 getImage times:1
14:10:42 365	3  GrabFrame times:1,result=
14:10:42 417	 2 getImage times:2
14:10:42 417	3  GrabFrame times:2,result=
14:10:42 470	 1:start getImage
14:10:42 471	 2 getImage times:0
14:10:42 471	3  GrabFrame times:0,result=
14:10:42 523	 2 getImage times:1
14:10:42 523	3  GrabFrame times:1,result=
14:10:42 575	 2 getImage times:2
14:10:42 575	3  GrabFrame times:2,result=
14:10:42 628	 1:start getImage
14:10:42 629	 2 getImage times:0
14:10:42 629	3  GrabFrame times:0,result=
14:10:42 681	 2 getImage times:1
14:10:42 681	3  GrabFrame times:1,result=
14:10:42 733	 2 getImage times:2
14:10:42 733	3  GrabFrame times:2,result=
14:10:42 786	 1:start getImage
14:10:42 786	 2 getImage times:0
14:10:42 787	3  GrabFrame times:0,result=
14:10:42 838	 2 getImage times:1
14:10:42 838	3  GrabFrame times:1,result=
14:10:42 890	 2 getImage times:2
14:10:42 890	3  GrabFrame times:2,result=
14:10:42 943	 1:start getImage
14:10:42 944	 2 getImage times:0
14:10:42 944	3  GrabFrame times:0,result=
14:10:42 995	 2 getImage times:1
14:10:42 995	3  GrabFrame times:1,result=
14:10:43 047	 2 getImage times:2
14:10:43 047	3  GrabFrame times:2,result=
14:10:43 266	 1:start getImage
14:10:43 267	 2 getImage times:0
14:10:43 267	3  GrabFrame times:0,result=
14:10:43 319	 2 getImage times:1
14:10:43 319	3  GrabFrame times:1,result=
14:10:43 371	 2 getImage times:2
14:10:43 371	3  GrabFrame times:2,result=
14:10:43 424	 1:start getImage
14:10:43 425	 2 getImage times:0
14:10:43 426	3  GrabFrame times:0,result=
14:10:43 477	 2 getImage times:1
14:10:43 477	3  GrabFrame times:1,result=
14:10:43 529	 2 getImage times:2
14:10:43 529	3  GrabFrame times:2,result=
14:10:43 582	 1:start getImage
14:10:43 582	 2 getImage times:0
14:10:43 583	3  GrabFrame times:0,result=
14:10:43 634	 2 getImage times:1
14:10:43 634	3  GrabFrame times:1,result=
14:10:43 686	 2 getImage times:2
14:10:43 686	3  GrabFrame times:2,result=
14:10:43 739	 1:start getImage
14:10:43 740	 2 getImage times:0
14:10:43 740	3  GrabFrame times:0,result=
14:10:43 791	 2 getImage times:1
14:10:43 791	3  GrabFrame times:1,result=
14:10:43 843	 2 getImage times:2
14:10:43 843	3  GrabFrame times:2,result=
14:10:43 896	 1:start getImage
14:10:43 896	 2 getImage times:0
14:10:43 897	3  GrabFrame times:0,result=
14:10:43 948	 2 getImage times:1
14:10:43 948	3  GrabFrame times:1,result=
14:10:43 999	 2 getImage times:2
14:10:43 999	3  GrabFrame times:2,result=
14:10:44 052	 1:start getImage
14:10:44 053	 2 getImage times:0
14:10:44 053	3  GrabFrame times:0,result=
14:10:44 105	 2 getImage times:1
14:10:44 105	3  GrabFrame times:1,result=
14:10:44 157	 2 getImage times:2
14:10:44 157	3  GrabFrame times:2,result=
14:10:44 378	 1:start getImage
14:10:44 379	 2 getImage times:0
14:10:44 379	3  GrabFrame times:0,result=
14:10:44 431	 2 getImage times:1
14:10:44 431	3  GrabFrame times:1,result=
14:10:44 483	 2 getImage times:2
14:10:44 483	3  GrabFrame times:2,result=
14:10:44 536	 1:start getImage
14:10:44 537	 2 getImage times:0
14:10:44 537	3  GrabFrame times:0,result=
14:10:44 589	 2 getImage times:1
14:10:44 589	3  GrabFrame times:1,result=
14:10:44 641	 2 getImage times:2
14:10:44 641	3  GrabFrame times:2,result=
14:10:44 694	 1:start getImage
14:10:44 695	 2 getImage times:0
14:10:44 695	3  GrabFrame times:0,result=
14:10:44 747	 2 getImage times:1
14:10:44 747	3  GrabFrame times:1,result=
14:10:44 799	 2 getImage times:2
14:10:44 799	3  GrabFrame times:2,result=
14:10:44 852	 1:start getImage
14:10:44 853	 2 getImage times:0
14:10:44 853	3  GrabFrame times:0,result=
14:10:44 905	 2 getImage times:1
14:10:44 905	3  GrabFrame times:1,result=
14:10:44 957	 2 getImage times:2
14:10:44 957	3  GrabFrame times:2,result=
14:10:45 010	 1:start getImage
14:10:45 011	 2 getImage times:0
14:10:45 011	3  GrabFrame times:0,result=
14:10:45 063	 2 getImage times:1
14:10:45 063	3  GrabFrame times:1,result=
14:10:45 115	 2 getImage times:2
14:10:45 115	3  GrabFrame times:2,result=
14:10:45 168	 1:start getImage
14:10:45 169	 2 getImage times:0
14:10:45 169	3  GrabFrame times:0,result=
14:10:45 221	 2 getImage times:1
14:10:45 221	3  GrabFrame times:1,result=
14:10:45 273	 2 getImage times:2
14:10:45 273	3  GrabFrame times:2,result=
14:10:45 492	 1:start getImage
14:10:45 492	 2 getImage times:0
14:10:45 493	3  GrabFrame times:0,result=
14:10:45 544	 2 getImage times:1
14:10:45 544	3  GrabFrame times:1,result=
14:10:45 596	 2 getImage times:2
14:10:45 596	3  GrabFrame times:2,result=
14:10:45 649	 1:start getImage
14:10:45 650	 2 getImage times:0
14:10:45 650	3  GrabFrame times:0,result=
14:10:45 701	 2 getImage times:1
14:10:45 701	3  GrabFrame times:1,result=
14:10:45 753	 2 getImage times:2
14:10:45 753	3  GrabFrame times:2,result=
14:10:45 805	 1:start getImage
14:10:45 806	 2 getImage times:0
14:10:45 806	3  GrabFrame times:0,result=
14:10:45 857	 2 getImage times:1
14:10:45 857	3  GrabFrame times:1,result=
14:10:45 909	 2 getImage times:2
14:10:45 909	3  GrabFrame times:2,result=
14:10:45 962	 1:start getImage
14:10:45 962	 2 getImage times:0
14:10:45 963	3  GrabFrame times:0,result=
14:10:46 014	 2 getImage times:1
14:10:46 014	3  GrabFrame times:1,result=
14:10:46 066	 2 getImage times:2
14:10:46 066	3  GrabFrame times:2,result=
14:10:46 120	 1:start getImage
14:10:46 120	 2 getImage times:0
