13:43:52 856	 start loadBaseParameter 
14:47:39 058	 2 getImage times:0
14:47:39 058	3  GrabFrame times:0,result=
14:47:39 110	 2 getImage times:1
14:47:39 110	3  GrabFrame times:1,result=
14:47:39 162	 2 getImage times:2
14:47:39 162	3  GrabFrame times:2,result=
14:47:39 214	 1:start getImage
14:47:39 214	 2 getImage times:0
14:47:39 215	3  GrabFrame times:0,result=
14:47:39 266	 2 getImage times:1
14:47:39 266	3  GrabFrame times:1,result=
14:47:39 318	 2 getImage times:2
14:47:39 318	3  GrabFrame times:2,result=
14:47:39 370	 1:start getImage
14:47:39 371	 2 getImage times:0
14:47:39 371	3  GrabFrame times:0,result=
14:47:39 423	 2 getImage times:1
14:47:39 423	3  GrabFrame times:1,result=
14:47:39 475	 2 getImage times:2
14:47:39 475	3  GrabFrame times:2,result=
14:47:39 528	 1:start getImage
14:47:39 528	 2 getImage times:0
14:47:39 529	3  GrabFrame times:0,result=
14:47:39 580	 2 getImage times:1
14:47:39 580	3  GrabFrame times:1,result=
14:47:39 632	 2 getImage times:2
14:47:39 632	3  GrabFrame times:2,result=
14:47:39 685	 1:start getImage
14:47:39 686	 2 getImage times:0
14:47:39 686	3  GrabFrame times:0,result=
14:47:39 738	 2 getImage times:1
14:47:39 738	3  GrabFrame times:1,result=
14:47:39 789	 2 getImage times:2
14:47:39 789	3  GrabFrame times:2,result=
14:47:40 007	 1:start getImage
14:47:40 007	 2 getImage times:0
14:47:40 008	3  GrabFrame times:0,result=
14:47:40 059	 2 getImage times:1
14:47:40 059	3  GrabFrame times:1,result=
14:47:40 111	 2 getImage times:2
14:47:40 111	3  GrabFrame times:2,result=
14:47:40 165	 1:start getImage
14:47:40 165	 2 getImage times:0
14:47:40 166	3  GrabFrame times:0,result=
14:47:40 217	 2 getImage times:1
14:47:40 217	3  GrabFrame times:1,result=
14:47:40 269	 2 getImage times:2
14:47:40 270	3  GrabFrame times:2,result=
14:47:40 323	 1:start getImage
14:47:40 324	 2 getImage times:0
14:47:40 324	3  GrabFrame times:0,result=
14:47:40 376	 2 getImage times:1
14:47:40 377	3  GrabFrame times:1,result=
14:47:40 428	 2 getImage times:2
14:47:40 429	3  GrabFrame times:2,result=
14:47:40 481	 1:start getImage
14:47:40 482	 2 getImage times:0
14:47:40 482	3  GrabFrame times:0,result=
14:47:40 534	 2 getImage times:1
14:47:40 534	3  GrabFrame times:1,result=
14:47:40 586	 2 getImage times:2
14:47:40 586	3  GrabFrame times:2,result=
14:47:40 639	 1:start getImage
14:47:40 640	 2 getImage times:0
14:47:40 640	3  GrabFrame times:0,result=
14:47:40 692	 2 getImage times:1
14:47:40 692	3  GrabFrame times:1,result=
14:47:40 744	 2 getImage times:2
14:47:40 744	3  GrabFrame times:2,result=
14:47:40 798	 1:start getImage
14:47:40 798	 2 getImage times:0
14:47:40 799	3  GrabFrame times:0,result=
14:47:40 850	 2 getImage times:1
14:47:40 850	3  GrabFrame times:1,result=
14:47:40 902	 2 getImage times:2
14:47:40 902	3  GrabFrame times:2,result=
14:47:41 122	 1:start getImage
14:47:41 123	 2 getImage times:0
14:47:41 124	3  GrabFrame times:0,result=
14:47:41 175	 2 getImage times:1
14:47:41 175	3  GrabFrame times:1,result=
14:47:41 227	 2 getImage times:2
14:47:41 227	3  GrabFrame times:2,result=
14:47:41 279	 1:start getImage
14:47:41 279	 2 getImage times:0
14:47:41 280	3  GrabFrame times:0,result=
14:47:41 331	 2 getImage times:1
14:47:41 331	3  GrabFrame times:1,result=
14:47:41 383	 2 getImage times:2
14:47:41 383	3  GrabFrame times:2,result=
14:47:41 436	 1:start getImage
14:47:41 436	 2 getImage times:0
14:47:41 437	3  GrabFrame times:0,result=
14:47:41 488	 2 getImage times:1
14:47:41 488	3  GrabFrame times:1,result=
14:47:41 540	 2 getImage times:2
14:47:41 540	3  GrabFrame times:2,result=
14:47:41 593	 1:start getImage
14:47:41 593	 2 getImage times:0
14:47:41 594	3  GrabFrame times:0,result=
14:47:41 645	 2 getImage times:1
14:47:41 645	3  GrabFrame times:1,result=
14:47:41 696	 2 getImage times:2
14:47:41 696	3  GrabFrame times:2,result=
14:47:41 749	 1:start getImage
14:47:41 749	 2 getImage times:0
14:47:41 750	3  GrabFrame times:0,result=
14:47:41 801	 2 getImage times:1
14:47:41 801	3  GrabFrame times:1,result=
14:47:41 853	 2 getImage times:2
14:47:41 853	3  GrabFrame times:2,result=
14:47:41 906	 1:start getImage
14:47:41 907	 2 getImage times:0
14:47:41 907	3  GrabFrame times:0,result=
14:47:41 959	 2 getImage times:1
14:47:41 959	3  GrabFrame times:1,result=
14:47:42 010	 2 getImage times:2
14:47:42 010	3  GrabFrame times:2,result=
14:47:42 229	 1:start getImage
14:47:42 229	 2 getImage times:0
14:47:42 230	3  GrabFrame times:0,result=
14:47:42 281	 2 getImage times:1
14:47:42 281	3  GrabFrame times:1,result=
14:47:42 333	 2 getImage times:2
14:47:42 333	3  GrabFrame times:2,result=
14:47:42 386	 1:start getImage
14:47:42 387	 2 getImage times:0
14:47:42 387	3  GrabFrame times:0,result=
14:47:42 439	 2 getImage times:1
14:47:42 439	3  GrabFrame times:1,result=
14:47:42 491	 2 getImage times:2
14:47:42 491	3  GrabFrame times:2,result=
14:47:42 544	 1:start getImage
14:47:42 545	 2 getImage times:0
14:47:42 545	3  GrabFrame times:0,result=
14:47:42 597	 2 getImage times:1
14:47:42 597	3  GrabFrame times:1,result=
14:47:42 648	 2 getImage times:2
14:47:42 648	3  GrabFrame times:2,result=
14:47:42 701	 1:start getImage
14:47:42 702	 2 getImage times:0
14:47:42 702	3  GrabFrame times:0,result=
14:47:42 753	 2 getImage times:1
14:47:42 753	3  GrabFrame times:1,result=
14:47:42 804	 2 getImage times:2
14:47:42 804	3  GrabFrame times:2,result=
14:47:42 856	 1:start getImage
14:47:42 857	 2 getImage times:0
14:47:42 857	3  GrabFrame times:0,result=
14:47:42 909	 2 getImage times:1
14:47:42 909	3  GrabFrame times:1,result=
14:47:42 961	 2 getImage times:2
14:47:42 961	3  GrabFrame times:2,result=
14:47:43 014	 1:start getImage
14:47:43 015	 2 getImage times:0
14:47:43 015	3  GrabFrame times:0,result=
14:47:43 067	 2 getImage times:1
14:47:43 067	3  GrabFrame times:1,result=
14:47:43 119	 2 getImage times:2
14:47:43 119	3  GrabFrame times:2,result=
14:47:43 337	 1:start getImage
14:47:43 337	 2 getImage times:0
14:47:43 338	3  GrabFrame times:0,result=
14:47:43 389	 2 getImage times:1
14:47:43 389	3  GrabFrame times:1,result=
14:47:43 441	 2 getImage times:2
14:47:43 441	3  GrabFrame times:2,result=
14:47:43 494	 1:start getImage
14:47:43 494	 2 getImage times:0
14:47:43 495	3  GrabFrame times:0,result=
14:47:43 546	 2 getImage times:1
14:47:43 546	3  GrabFrame times:1,result=
14:47:43 598	 2 getImage times:2
14:47:43 598	3  GrabFrame times:2,result=
14:47:43 651	 1:start getImage
14:47:43 651	 2 getImage times:0
14:47:43 652	3  GrabFrame times:0,result=
14:47:43 703	 2 getImage times:1
14:47:43 703	3  GrabFrame times:1,result=
14:47:43 755	 2 getImage times:2
14:47:43 755	3  GrabFrame times:2,result=
14:47:43 808	 1:start getImage
14:47:43 808	 2 getImage times:0
14:47:43 809	3  GrabFrame times:0,result=
14:47:43 860	 2 getImage times:1
14:47:43 860	3  GrabFrame times:1,result=
14:47:43 912	 2 getImage times:2
14:47:43 912	3  GrabFrame times:2,result=
14:47:43 965	 1:start getImage
14:47:43 965	 2 getImage times:0
14:47:43 966	3  GrabFrame times:0,result=
14:47:44 017	 2 getImage times:1
14:47:44 017	3  GrabFrame times:1,result=
14:47:44 068	 2 getImage times:2
14:47:44 068	3  GrabFrame times:2,result=
14:47:44 121	 1:start getImage
14:47:44 122	 2 getImage times:0
14:47:44 122	3  GrabFrame times:0,result=
14:47:44 174	 2 getImage times:1
14:47:44 174	3  GrabFrame times:1,result=
14:47:44 226	 2 getImage times:2
14:47:44 226	3  GrabFrame times:2,result=
14:47:44 445	 1:start getImage
14:47:44 446	 2 getImage times:0
14:47:44 446	3  GrabFrame times:0,result=
14:47:44 498	 2 getImage times:1
14:47:44 498	3  GrabFrame times:1,result=
14:47:44 550	 2 getImage times:2
14:47:44 550	3  GrabFrame times:2,result=
14:47:44 602	 1:start getImage
14:47:44 603	 2 getImage times:0
14:47:44 603	3  GrabFrame times:0,result=
14:47:44 655	 2 getImage times:1
14:47:44 655	3  GrabFrame times:1,result=
14:47:44 707	 2 getImage times:2
14:47:44 707	3  GrabFrame times:2,result=
14:47:44 760	 1:start getImage
14:47:44 761	 2 getImage times:0
14:47:44 761	3  GrabFrame times:0,result=
14:47:44 812	 2 getImage times:1
14:47:44 812	3  GrabFrame times:1,result=
14:47:44 864	 2 getImage times:2
14:47:44 864	3  GrabFrame times:2,result=
14:47:44 917	 1:start getImage
14:47:44 918	 2 getImage times:0
14:47:44 919	3  GrabFrame times:0,result=
14:47:44 970	 2 getImage times:1
14:47:44 970	3  GrabFrame times:1,result=
14:47:45 022	 2 getImage times:2
14:47:45 022	3  GrabFrame times:2,result=
14:47:45 074	 1:start getImage
14:47:45 075	 2 getImage times:0
14:47:45 075	3  GrabFrame times:0,result=
14:47:45 126	 2 getImage times:1
14:47:45 126	3  GrabFrame times:1,result=
14:47:45 178	 2 getImage times:2
14:47:45 178	3  GrabFrame times:2,result=
14:47:45 231	 1:start getImage
14:47:45 232	 2 getImage times:0
14:47:45 232	3  GrabFrame times:0,result=
14:47:45 284	 2 getImage times:1
14:47:45 284	3  GrabFrame times:1,result=
14:47:45 336	 2 getImage times:2
14:47:45 336	3  GrabFrame times:2,result=
14:47:45 553	 1:start getImage
14:47:45 553	 2 getImage times:0
14:47:45 554	3  GrabFrame times:0,result=
14:47:45 605	 2 getImage times:1
14:47:45 605	3  GrabFrame times:1,result=
14:47:45 657	 2 getImage times:2
14:47:45 657	3  GrabFrame times:2,result=
14:47:45 710	 1:start getImage
14:47:45 711	 2 getImage times:0
14:47:45 711	3  GrabFrame times:0,result=
14:47:45 763	 2 getImage times:1
14:47:45 763	3  GrabFrame times:1,result=
14:47:45 815	 2 getImage times:2
14:47:45 815	3  GrabFrame times:2,result=
14:47:45 867	 1:start getImage
14:47:45 867	 2 getImage times:0
14:47:45 868	3  GrabFrame times:0,result=
14:47:45 919	 2 getImage times:1
14:47:45 919	3  GrabFrame times:1,result=
14:47:45 970	 2 getImage times:2
14:47:45 970	3  GrabFrame times:2,result=
14:47:46 022	 1:start getImage
14:47:46 022	 2 getImage times:0
14:47:46 023	3  GrabFrame times:0,result=
14:47:46 074	 2 getImage times:1
14:47:46 074	3  GrabFrame times:1,result=
14:47:46 126	 2 getImage times:2
14:47:46 126	3  GrabFrame times:2,result=
14:47:46 179	 1:start getImage
14:47:46 180	 2 getImage times:0
14:47:46 180	3  GrabFrame times:0,result=
14:47:46 231	 2 getImage times:1
14:47:46 231	3  GrabFrame times:1,result=
14:47:46 282	 2 getImage times:2
14:47:46 282	3  GrabFrame times:2,result=
14:47:46 334	 1:start getImage
14:47:46 335	 2 getImage times:0
14:47:46 335	3  GrabFrame times:0,result=
14:47:46 387	 2 getImage times:1
14:47:46 387	3  GrabFrame times:1,result=
14:47:46 439	 2 getImage times:2
14:47:46 439	3  GrabFrame times:2,result=
14:47:46 659	 1:start getImage
14:47:46 659	 2 getImage times:0
14:47:46 660	3  GrabFrame times:0,result=
14:47:46 711	 2 getImage times:1
14:47:46 711	3  GrabFrame times:1,result=
14:47:46 763	 2 getImage times:2
14:47:46 763	3  GrabFrame times:2,result=
14:47:46 816	 1:start getImage
14:47:46 817	 2 getImage times:0
14:47:46 817	3  GrabFrame times:0,result=
14:47:46 868	 2 getImage times:1
14:47:46 868	3  GrabFrame times:1,result=
14:47:46 920	 2 getImage times:2
14:47:46 920	3  GrabFrame times:2,result=
14:47:46 972	 1:start getImage
14:47:46 973	 2 getImage times:0
14:47:46 973	3  GrabFrame times:0,result=
14:47:47 024	 2 getImage times:1
14:47:47 024	3  GrabFrame times:1,result=
14:47:47 076	 2 getImage times:2
14:47:47 076	3  GrabFrame times:2,result=
14:47:47 129	 1:start getImage
14:47:47 130	 2 getImage times:0
14:47:47 130	3  GrabFrame times:0,result=
14:47:47 182	 2 getImage times:1
14:47:47 182	3  GrabFrame times:1,result=
14:47:47 234	 2 getImage times:2
14:47:47 234	3  GrabFrame times:2,result=
14:47:47 287	 1:start getImage
14:47:47 287	 2 getImage times:0
14:47:47 288	3  GrabFrame times:0,result=
14:47:47 339	 2 getImage times:1
14:47:47 339	3  GrabFrame times:1,result=
14:47:47 391	 2 getImage times:2
14:47:47 391	3  GrabFrame times:2,result=
14:47:47 444	 1:start getImage
14:47:47 445	 2 getImage times:0
14:47:47 445	3  GrabFrame times:0,result=
14:47:47 496	 2 getImage times:1
14:47:47 496	3  GrabFrame times:1,result=
14:47:47 548	 2 getImage times:2
14:47:47 548	3  GrabFrame times:2,result=
14:47:47 764	 1:start getImage
14:47:47 764	 2 getImage times:0
14:47:47 765	3  GrabFrame times:0,result=
14:47:47 816	 2 getImage times:1
14:47:47 816	3  GrabFrame times:1,result=
14:47:47 868	 2 getImage times:2
14:47:47 868	3  GrabFrame times:2,result=
14:47:47 921	 1:start getImage
14:47:47 922	 2 getImage times:0
14:47:47 922	3  GrabFrame times:0,result=
14:47:47 973	 2 getImage times:1
14:47:47 973	3  GrabFrame times:1,result=
14:47:48 024	 2 getImage times:2
14:47:48 024	3  GrabFrame times:2,result=
14:47:48 076	 1:start getImage
14:47:48 076	 2 getImage times:0
14:47:48 077	3  GrabFrame times:0,result=
14:47:48 128	 2 getImage times:1
14:47:48 128	3  GrabFrame times:1,result=
14:47:48 180	 2 getImage times:2
14:47:48 180	3  GrabFrame times:2,result=
14:47:48 233	 1:start getImage
14:47:48 233	 2 getImage times:0
14:47:48 234	3  GrabFrame times:0,result=
14:47:48 285	 2 getImage times:1
14:47:48 285	3  GrabFrame times:1,result=
14:47:48 336	 2 getImage times:2
14:47:48 336	3  GrabFrame times:2,result=
14:47:48 389	 1:start getImage
14:47:48 389	 2 getImage times:0
14:47:48 390	3  GrabFrame times:0,result=
14:47:48 441	 2 getImage times:1
14:47:48 441	3  GrabFrame times:1,result=
14:47:48 518	 2 getImage times:2
14:47:48 519	3  GrabFrame times:2,result=
14:47:48 571	 1:start getImage
14:47:48 572	 2 getImage times:0
14:47:48 572	3  GrabFrame times:0,result=
14:47:48 623	 2 getImage times:1
14:47:48 623	3  GrabFrame times:1,result=
14:47:48 675	 2 getImage times:2
14:47:48 675	3  GrabFrame times:2,result=
14:47:48 894	 1:start getImage
14:47:48 894	 2 getImage times:0
14:47:48 895	3  GrabFrame times:0,result=
14:47:48 946	 2 getImage times:1
14:47:48 946	3  GrabFrame times:1,result=
14:47:48 998	 2 getImage times:2
14:47:48 998	3  GrabFrame times:2,result=
14:47:49 051	 1:start getImage
14:47:49 052	 2 getImage times:0
14:47:49 052	3  GrabFrame times:0,result=
14:47:49 103	 2 getImage times:1
14:47:49 103	3  GrabFrame times:1,result=
14:47:49 155	 2 getImage times:2
14:47:49 155	3  GrabFrame times:2,result=
14:47:49 208	 1:start getImage
14:47:49 209	 2 getImage times:0
14:47:49 209	3  GrabFrame times:0,result=
14:47:49 261	 2 getImage times:1
14:47:49 261	3  GrabFrame times:1,result=
14:47:49 313	 2 getImage times:2
14:47:49 313	3  GrabFrame times:2,result=
14:47:49 366	 1:start getImage
14:47:49 367	 2 getImage times:0
14:47:49 367	3  GrabFrame times:0,result=
14:47:49 419	 2 getImage times:1
14:47:49 419	3  GrabFrame times:1,result=
14:47:49 471	 2 getImage times:2
14:47:49 471	3  GrabFrame times:2,result=
14:47:49 524	 1:start getImage
14:47:49 525	 2 getImage times:0
14:47:49 525	3  GrabFrame times:0,result=
14:47:49 577	 2 getImage times:1
14:47:49 577	3  GrabFrame times:1,result=
14:47:49 629	 2 getImage times:2
14:47:49 629	3  GrabFrame times:2,result=
14:47:49 682	 1:start getImage
14:47:49 682	 2 getImage times:0
14:47:49 683	3  GrabFrame times:0,result=
14:47:49 734	 2 getImage times:1
14:47:49 734	3  GrabFrame times:1,result=
14:47:49 786	 2 getImage times:2
14:47:49 786	3  GrabFrame times:2,result=
14:47:50 003	 1:start getImage
14:47:50 003	 2 getImage times:0
14:47:50 004	3  GrabFrame times:0,result=
14:47:50 055	 2 getImage times:1
14:47:50 055	3  GrabFrame times:1,result=
14:47:50 106	 2 getImage times:2
14:47:50 106	3  GrabFrame times:2,result=
14:47:50 158	 1:start getImage
14:47:50 158	 2 getImage times:0
14:47:50 159	3  GrabFrame times:0,result=
14:47:50 210	 2 getImage times:1
14:47:50 210	3  GrabFrame times:1,result=
14:47:50 262	 2 getImage times:2
14:47:50 262	3  GrabFrame times:2,result=
14:47:50 314	 1:start getImage
14:47:50 314	 2 getImage times:0
14:47:50 315	3  GrabFrame times:0,result=
14:47:50 366	 2 getImage times:1
14:47:50 366	3  GrabFrame times:1,result=
14:47:50 418	 2 getImage times:2
14:47:50 418	3  GrabFrame times:2,result=
14:47:50 470	 1:start getImage
14:47:50 471	 2 getImage times:0
14:47:50 471	3  GrabFrame times:0,result=
14:47:50 522	 2 getImage times:1
14:47:50 522	3  GrabFrame times:1,result=
14:47:50 574	 2 getImage times:2
14:47:50 574	3  GrabFrame times:2,result=
14:47:50 627	 1:start getImage
14:47:50 627	 2 getImage times:0
14:47:50 628	3  GrabFrame times:0,result=
14:47:50 679	 2 getImage times:1
14:47:50 679	3  GrabFrame times:1,result=
14:47:50 731	 2 getImage times:2
14:47:50 731	3  GrabFrame times:2,result=
14:47:50 784	 1:start getImage
14:47:50 785	 2 getImage times:0
14:47:50 785	3  GrabFrame times:0,result=
14:47:50 837	 2 getImage times:1
14:47:50 837	3  GrabFrame times:1,result=
14:47:50 889	 2 getImage times:2
14:47:50 889	3  GrabFrame times:2,result=
14:47:51 108	 1:start getImage
14:47:51 108	 2 getImage times:0
14:47:51 109	3  GrabFrame times:0,result=
14:47:51 160	 2 getImage times:1
14:47:51 160	3  GrabFrame times:1,result=
14:47:51 212	 2 getImage times:2
14:47:51 212	3  GrabFrame times:2,result=
14:47:51 265	 1:start getImage
14:47:51 265	 2 getImage times:0
14:47:51 266	3  GrabFrame times:0,result=
14:47:51 317	 2 getImage times:1
14:47:51 317	3  GrabFrame times:1,result=
14:47:51 369	 2 getImage times:2
14:47:51 369	3  GrabFrame times:2,result=
14:47:51 422	 1:start getImage
14:47:51 423	 2 getImage times:0
14:47:51 423	3  GrabFrame times:0,result=
14:47:51 474	 2 getImage times:1
14:47:51 474	3  GrabFrame times:1,result=
14:47:51 526	 2 getImage times:2
14:47:51 526	3  GrabFrame times:2,result=
14:47:51 578	 1:start getImage
14:47:51 579	 2 getImage times:0
14:47:51 579	3  GrabFrame times:0,result=
14:47:51 630	 2 getImage times:1
14:47:51 630	3  GrabFrame times:1,result=
14:47:51 682	 2 getImage times:2
14:47:51 682	3  GrabFrame times:2,result=
14:47:51 735	 1:start getImage
14:47:51 736	 2 getImage times:0
14:47:51 736	3  GrabFrame times:0,result=
14:47:51 788	 2 getImage times:1
14:47:51 788	3  GrabFrame times:1,result=
14:47:51 839	 2 getImage times:2
14:47:51 839	3  GrabFrame times:2,result=
14:47:51 892	 1:start getImage
14:47:51 893	 2 getImage times:0
14:47:51 893	3  GrabFrame times:0,result=
14:47:51 944	 2 getImage times:1
14:47:51 944	3  GrabFrame times:1,result=
14:47:51 996	 2 getImage times:2
14:47:51 996	3  GrabFrame times:2,result=
14:47:52 213	 1:start getImage
14:47:52 213	 2 getImage times:0
14:47:52 214	3  GrabFrame times:0,result=
14:47:52 265	 2 getImage times:1
14:47:52 265	3  GrabFrame times:1,result=
14:47:52 317	 2 getImage times:2
14:47:52 317	3  GrabFrame times:2,result=
14:47:52 370	 1:start getImage
14:47:52 371	 2 getImage times:0
14:47:52 371	3  GrabFrame times:0,result=
14:47:52 422	 2 getImage times:1
14:47:52 422	3  GrabFrame times:1,result=
14:47:52 474	 2 getImage times:2
14:47:52 474	3  GrabFrame times:2,result=
14:47:52 527	 1:start getImage
14:47:52 527	 2 getImage times:0
14:47:52 528	3  GrabFrame times:0,result=
14:47:52 579	 2 getImage times:1
14:47:52 579	3  GrabFrame times:1,result=
14:47:52 631	 2 getImage times:2
14:47:52 631	3  GrabFrame times:2,result=
14:47:52 684	 1:start getImage
14:47:52 684	 2 getImage times:0
14:47:52 685	3  GrabFrame times:0,result=
14:47:52 736	 2 getImage times:1
14:47:52 736	3  GrabFrame times:1,result=
14:47:52 788	 2 getImage times:2
14:47:52 788	3  GrabFrame times:2,result=
14:47:52 840	 1:start getImage
14:47:52 841	 2 getImage times:0
14:47:52 841	3  GrabFrame times:0,result=
14:47:52 892	 2 getImage times:1
14:47:52 892	3  GrabFrame times:1,result=
14:47:52 944	 2 getImage times:2
14:47:52 944	3  GrabFrame times:2,result=
14:47:52 997	 1:start getImage
14:47:52 998	 2 getImage times:0
14:47:52 998	3  GrabFrame times:0,result=
14:47:53 049	 2 getImage times:1
14:47:53 049	3  GrabFrame times:1,result=
14:47:53 101	 2 getImage times:2
14:47:53 101	3  GrabFrame times:2,result=
14:47:53 321	 1:start getImage
14:47:53 321	 2 getImage times:0
14:47:53 321	3  GrabFrame times:0,result=
14:47:53 373	 2 getImage times:1
14:47:53 373	3  GrabFrame times:1,result=
14:47:53 425	 2 getImage times:2
14:47:53 425	3  GrabFrame times:2,result=
14:47:53 478	 1:start getImage
14:47:53 479	 2 getImage times:0
14:47:53 479	3  GrabFrame times:0,result=
14:47:53 531	 2 getImage times:1
14:47:53 531	3  GrabFrame times:1,result=
14:47:53 583	 2 getImage times:2
14:47:53 583	3  GrabFrame times:2,result=
14:47:53 636	 1:start getImage
14:47:53 637	 2 getImage times:0
14:47:53 637	3  GrabFrame times:0,result=
14:47:53 689	 2 getImage times:1
14:47:53 689	3  GrabFrame times:1,result=
14:47:53 741	 2 getImage times:2
14:47:53 741	3  GrabFrame times:2,result=
14:47:53 794	 1:start getImage
14:47:53 795	 2 getImage times:0
14:47:53 795	3  GrabFrame times:0,result=
14:47:53 846	 2 getImage times:1
14:47:53 846	3  GrabFrame times:1,result=
14:47:53 898	 2 getImage times:2
14:47:53 898	3  GrabFrame times:2,result=
14:47:53 951	 1:start getImage
14:47:53 952	 2 getImage times:0
14:47:53 952	3  GrabFrame times:0,result=
14:47:54 003	 2 getImage times:1
14:47:54 003	3  GrabFrame times:1,result=
14:47:54 055	 2 getImage times:2
14:47:54 055	3  GrabFrame times:2,result=
14:47:54 108	 1:start getImage
14:47:54 108	 2 getImage times:0
14:47:54 109	3  GrabFrame times:0,result=
14:47:54 160	 2 getImage times:1
14:47:54 160	3  GrabFrame times:1,result=
14:47:54 212	 2 getImage times:2
14:47:54 212	3  GrabFrame times:2,result=
14:47:54 429	 1:start getImage
14:47:54 429	 2 getImage times:0
14:47:54 430	3  GrabFrame times:0,result=
14:47:54 481	 2 getImage times:1
14:47:54 481	3  GrabFrame times:1,result=
14:47:54 533	 2 getImage times:2
14:47:54 533	3  GrabFrame times:2,result=
14:47:54 586	 1:start getImage
14:47:54 586	 2 getImage times:0
14:47:54 587	3  GrabFrame times:0,result=
14:47:54 638	 2 getImage times:1
14:47:54 638	3  GrabFrame times:1,result=
14:47:54 689	 2 getImage times:2
14:47:54 689	3  GrabFrame times:2,result=
14:47:54 742	 1:start getImage
14:47:54 742	 2 getImage times:0
14:47:54 743	3  GrabFrame times:0,result=
14:47:54 794	 2 getImage times:1
14:47:54 794	3  GrabFrame times:1,result=
14:47:54 846	 2 getImage times:2
14:47:54 846	3  GrabFrame times:2,result=
14:47:54 899	 1:start getImage
14:47:54 899	 2 getImage times:0
14:47:54 900	3  GrabFrame times:0,result=
14:47:54 951	 2 getImage times:1
14:47:54 951	3  GrabFrame times:1,result=
14:47:55 003	 2 getImage times:2
14:47:55 003	3  GrabFrame times:2,result=
14:47:55 054	 1:start getImage
14:47:55 055	 2 getImage times:0
14:47:55 055	3  GrabFrame times:0,result=
14:47:55 106	 2 getImage times:1
14:47:55 106	3  GrabFrame times:1,result=
14:47:55 158	 2 getImage times:2
14:47:55 158	3  GrabFrame times:2,result=
14:47:55 211	 1:start getImage
14:47:55 212	 2 getImage times:0
14:47:55 212	3  GrabFrame times:0,result=
14:47:55 263	 2 getImage times:1
14:47:55 263	3  GrabFrame times:1,result=
14:47:55 315	 2 getImage times:2
14:47:55 315	3  GrabFrame times:2,result=
14:47:55 533	 1:start getImage
14:47:55 533	 2 getImage times:0
14:47:55 534	3  GrabFrame times:0,result=
14:47:55 585	 2 getImage times:1
14:47:55 585	3  GrabFrame times:1,result=
14:47:55 637	 2 getImage times:2
14:47:55 637	3  GrabFrame times:2,result=
14:47:55 690	 1:start getImage
14:47:55 691	 2 getImage times:0
14:47:55 691	3  GrabFrame times:0,result=
14:47:55 743	 2 getImage times:1
14:47:55 743	3  GrabFrame times:1,result=
14:47:55 795	 2 getImage times:2
14:47:55 795	3  GrabFrame times:2,result=
14:47:55 848	 1:start getImage
14:47:55 849	 2 getImage times:0
14:47:55 849	3  GrabFrame times:0,result=
14:47:55 901	 2 getImage times:1
14:47:55 901	3  GrabFrame times:1,result=
14:47:55 953	 2 getImage times:2
14:47:55 953	3  GrabFrame times:2,result=
14:47:56 006	 1:start getImage
14:47:56 007	 2 getImage times:0
14:47:56 007	3  GrabFrame times:0,result=
14:47:56 059	 2 getImage times:1
14:47:56 059	3  GrabFrame times:1,result=
14:47:56 111	 2 getImage times:2
14:47:56 111	3  GrabFrame times:2,result=
14:47:56 164	 1:start getImage
14:47:56 165	 2 getImage times:0
14:47:56 165	3  GrabFrame times:0,result=
14:47:56 216	 2 getImage times:1
14:47:56 216	3  GrabFrame times:1,result=
14:47:56 268	 2 getImage times:2
14:47:56 268	3  GrabFrame times:2,result=
14:47:56 321	 1:start getImage
14:47:56 322	 2 getImage times:0
14:47:56 322	3  GrabFrame times:0,result=
14:47:56 374	 2 getImage times:1
14:47:56 374	3  GrabFrame times:1,result=
14:47:56 426	 2 getImage times:2
14:47:56 426	3  GrabFrame times:2,result=
14:47:56 644	 1:start getImage
14:47:56 644	 2 getImage times:0
14:47:56 645	3  GrabFrame times:0,result=
14:47:56 696	 2 getImage times:1
14:47:56 696	3  GrabFrame times:1,result=
14:47:56 748	 2 getImage times:2
14:47:56 748	3  GrabFrame times:2,result=
14:47:56 800	 1:start getImage
14:47:56 800	 2 getImage times:0
14:47:56 801	3  GrabFrame times:0,result=
14:47:56 852	 2 getImage times:1
14:47:56 852	3  GrabFrame times:1,result=
14:47:56 904	 2 getImage times:2
14:47:56 904	3  GrabFrame times:2,result=
14:47:56 956	 1:start getImage
14:47:56 956	 2 getImage times:0
14:47:56 957	3  GrabFrame times:0,result=
14:47:57 009	 2 getImage times:1
14:47:57 009	3  GrabFrame times:1,result=
14:47:57 061	 2 getImage times:2
14:47:57 061	3  GrabFrame times:2,result=
14:47:57 114	 1:start getImage
14:47:57 115	 2 getImage times:0
14:47:57 115	3  GrabFrame times:0,result=
14:47:57 166	 2 getImage times:1
14:47:57 166	3  GrabFrame times:1,result=
14:47:57 217	 2 getImage times:2
14:47:57 217	3  GrabFrame times:2,result=
14:47:57 270	 1:start getImage
14:47:57 270	 2 getImage times:0
14:47:57 271	3  GrabFrame times:0,result=
14:47:57 322	 2 getImage times:1
14:47:57 322	3  GrabFrame times:1,result=
14:47:57 374	 2 getImage times:2
14:47:57 374	3  GrabFrame times:2,result=
14:47:57 427	 1:start getImage
14:47:57 428	 2 getImage times:0
14:47:57 428	3  GrabFrame times:0,result=
14:47:57 480	 2 getImage times:1
