16:45:29 326	 start loadBaseParameter 
17:21:24 802	7 finish getImage
17:21:24 982	 1:start getImage
17:21:24 983	 2 getImage times:0
17:21:24 984	3  GrabFrame times:0,result=
17:21:24 988	 5 ImageProcess result=
17:21:24 991	7 finish getImage
17:21:24 993	 1:start getImage
17:21:24 993	 2 getImage times:0
17:21:24 995	3  GrabFrame times:0,result=
17:21:25 000	 5 ImageProcess result=
17:21:25 002	7 finish getImage
17:21:25 179	 1:start getImage
17:21:25 180	 2 getImage times:0
17:21:25 181	3  GrabFrame times:0,result=
17:21:25 187	 5 ImageProcess result=
17:21:25 191	7 finish getImage
17:21:25 192	 1:start getImage
17:21:25 193	 2 getImage times:0
17:21:25 195	3  GrabFrame times:0,result=
17:21:25 200	 5 ImageProcess result=
17:21:25 202	7 finish getImage
17:21:25 379	 1:start getImage
17:21:25 380	 2 getImage times:0
17:21:25 381	3  GrabFrame times:0,result=
17:21:25 385	 5 ImageProcess result=
17:21:25 388	7 finish getImage
17:21:25 390	 1:start getImage
17:21:25 390	 2 getImage times:0
17:21:25 395	3  GrabFrame times:0,result=
17:21:25 400	 5 ImageProcess result=
17:21:25 403	7 finish getImage
17:21:25 580	 1:start getImage
17:21:25 581	 2 getImage times:0
17:21:25 582	3  GrabFrame times:0,result=
17:21:25 587	 5 ImageProcess result=
17:21:25 590	7 finish getImage
17:21:25 591	 1:start getImage
17:21:25 592	 2 getImage times:0
17:21:25 594	3  GrabFrame times:0,result=
17:21:25 599	 5 ImageProcess result=
17:21:25 602	7 finish getImage
17:21:25 778	 1:start getImage
17:21:25 779	 2 getImage times:0
17:21:25 780	3  GrabFrame times:0,result=
17:21:25 786	 5 ImageProcess result=
17:21:25 789	7 finish getImage
17:21:25 791	 1:start getImage
17:21:25 791	 2 getImage times:0
17:21:25 795	3  GrabFrame times:0,result=
17:21:25 799	 5 ImageProcess result=
17:21:25 802	7 finish getImage
17:21:25 978	 1:start getImage
17:21:25 979	 2 getImage times:0
17:21:25 980	3  GrabFrame times:0,result=
17:21:25 984	 5 ImageProcess result=
17:21:25 987	7 finish getImage
17:21:25 989	 1:start getImage
17:21:25 990	 2 getImage times:0
17:21:25 995	3  GrabFrame times:0,result=
17:21:25 999	 5 ImageProcess result=
17:21:26 002	7 finish getImage
17:21:26 180	 1:start getImage
17:21:26 181	 2 getImage times:0
17:21:26 182	3  GrabFrame times:0,result=
17:21:26 186	 5 ImageProcess result=
17:21:26 189	7 finish getImage
17:21:26 191	 1:start getImage
17:21:26 192	 2 getImage times:0
17:21:26 195	3  GrabFrame times:0,result=
17:21:26 199	 5 ImageProcess result=
17:21:26 202	7 finish getImage
17:21:26 377	 1:start getImage
17:21:26 377	 2 getImage times:0
17:21:26 379	3  GrabFrame times:0,result=
17:21:26 383	 5 ImageProcess result=
17:21:26 386	7 finish getImage
17:21:26 388	 1:start getImage
17:21:26 389	 2 getImage times:0
17:21:26 395	3  GrabFrame times:0,result=
17:21:26 399	 5 ImageProcess result=
17:21:26 402	7 finish getImage
17:21:26 576	 1:start getImage
17:21:26 577	 2 getImage times:0
17:21:26 578	3  GrabFrame times:0,result=
17:21:26 583	 5 ImageProcess result=
17:21:26 586	7 finish getImage
17:21:26 588	 1:start getImage
17:21:26 589	 2 getImage times:0
17:21:26 595	3  GrabFrame times:0,result=
17:21:26 600	 5 ImageProcess result=
17:21:26 603	7 finish getImage
17:21:26 777	 1:start getImage
17:21:26 778	 2 getImage times:0
17:21:26 779	3  GrabFrame times:0,result=
17:21:26 783	 5 ImageProcess result=
17:21:26 786	7 finish getImage
17:21:26 788	 1:start getImage
17:21:26 788	 2 getImage times:0
17:21:26 795	3  GrabFrame times:0,result=
17:21:26 800	 5 ImageProcess result=
17:21:26 802	7 finish getImage
17:21:26 985	 1:start getImage
17:21:26 986	 2 getImage times:0
17:21:26 987	3  GrabFrame times:0,result=
17:21:26 991	 5 ImageProcess result=
17:21:26 994	7 finish getImage
17:21:26 996	 1:start getImage
17:21:26 997	 2 getImage times:0
17:21:26 998	3  GrabFrame times:0,result=
17:21:27 002	 5 ImageProcess result=
17:21:27 005	7 finish getImage
17:21:27 187	 1:start getImage
17:21:27 187	 2 getImage times:0
17:21:27 189	3  GrabFrame times:0,result=
17:21:27 194	 5 ImageProcess result=
17:21:27 197	7 finish getImage
17:21:27 199	 1:start getImage
17:21:27 199	 2 getImage times:0
17:21:27 200	3  GrabFrame times:0,result=
17:21:27 205	 5 ImageProcess result=
17:21:27 208	7 finish getImage
17:21:27 382	 1:start getImage
17:21:27 383	 2 getImage times:0
17:21:27 384	3  GrabFrame times:0,result=
17:21:27 389	 5 ImageProcess result=
17:21:27 392	7 finish getImage
17:21:27 393	 1:start getImage
17:21:27 394	 2 getImage times:0
17:21:27 395	3  GrabFrame times:0,result=
17:21:27 400	 5 ImageProcess result=
17:21:27 402	7 finish getImage
17:21:27 581	 1:start getImage
17:21:27 582	 2 getImage times:0
17:21:27 583	3  GrabFrame times:0,result=
17:21:27 587	 5 ImageProcess result=
17:21:27 590	7 finish getImage
17:21:27 592	 1:start getImage
17:21:27 593	 2 getImage times:0
17:21:27 595	3  GrabFrame times:0,result=
17:21:27 599	 5 ImageProcess result=
17:21:27 602	7 finish getImage
17:21:27 778	 1:start getImage
17:21:27 779	 2 getImage times:0
17:21:27 780	3  GrabFrame times:0,result=
17:21:27 785	 5 ImageProcess result=
17:21:27 788	7 finish getImage
17:21:27 790	 1:start getImage
17:21:27 790	 2 getImage times:0
17:21:27 795	3  GrabFrame times:0,result=
17:21:27 799	 5 ImageProcess result=
17:21:27 802	7 finish getImage
17:21:27 979	 1:start getImage
17:21:27 980	 2 getImage times:0
17:21:27 981	3  GrabFrame times:0,result=
17:21:27 985	 5 ImageProcess result=
17:21:27 988	7 finish getImage
17:21:27 990	 1:start getImage
17:21:27 991	 2 getImage times:0
17:21:27 995	3  GrabFrame times:0,result=
17:21:27 999	 5 ImageProcess result=
17:21:28 002	7 finish getImage
17:21:28 181	 1:start getImage
17:21:28 182	 2 getImage times:0
17:21:28 183	3  GrabFrame times:0,result=
17:21:28 188	 5 ImageProcess result=
17:21:28 191	7 finish getImage
17:21:28 192	 1:start getImage
17:21:28 193	 2 getImage times:0
17:21:28 195	3  GrabFrame times:0,result=
17:21:28 199	 5 ImageProcess result=
17:21:28 202	7 finish getImage
17:21:28 379	 1:start getImage
17:21:28 380	 2 getImage times:0
17:21:28 381	3  GrabFrame times:0,result=
17:21:28 387	 5 ImageProcess result=
17:21:28 390	7 finish getImage
17:21:28 391	 1:start getImage
17:21:28 392	 2 getImage times:0
17:21:28 395	3  GrabFrame times:0,result=
17:21:28 399	 5 ImageProcess result=
17:21:28 402	7 finish getImage
17:21:28 579	 1:start getImage
17:21:28 580	 2 getImage times:0
17:21:28 581	3  GrabFrame times:0,result=
17:21:28 586	 5 ImageProcess result=
17:21:28 589	7 finish getImage
17:21:28 591	 1:start getImage
17:21:28 591	 2 getImage times:0
17:21:28 595	3  GrabFrame times:0,result=
17:21:28 600	 5 ImageProcess result=
17:21:28 603	7 finish getImage
17:21:28 792	 1:start getImage
17:21:28 793	 2 getImage times:0
17:21:28 794	3  GrabFrame times:0,result=
17:21:28 798	 5 ImageProcess result=
17:21:28 801	7 finish getImage
17:21:28 803	 1:start getImage
17:21:28 803	 2 getImage times:0
17:21:28 805	3  GrabFrame times:0,result=
17:21:28 809	 5 ImageProcess result=
17:21:28 812	7 finish getImage
17:21:28 989	 1:start getImage
17:21:28 990	 2 getImage times:0
17:21:28 991	3  GrabFrame times:0,result=
17:21:28 996	 5 ImageProcess result=
17:21:29 000	7 finish getImage
17:21:29 002	 1:start getImage
17:21:29 002	 2 getImage times:0
17:21:29 003	3  GrabFrame times:0,result=
17:21:29 008	 5 ImageProcess result=
17:21:29 011	7 finish getImage
17:21:29 186	 1:start getImage
17:21:29 187	 2 getImage times:0
17:21:29 188	3  GrabFrame times:0,result=
17:21:29 192	 5 ImageProcess result=
17:21:29 195	7 finish getImage
17:21:29 197	 1:start getImage
17:21:29 197	 2 getImage times:0
17:21:29 198	3  GrabFrame times:0,result=
17:21:29 203	 5 ImageProcess result=
17:21:29 206	7 finish getImage
17:21:29 385	 1:start getImage
17:21:29 386	 2 getImage times:0
17:21:29 387	3  GrabFrame times:0,result=
17:21:29 391	 5 ImageProcess result=
17:21:29 394	7 finish getImage
17:21:29 396	 1:start getImage
17:21:29 397	 2 getImage times:0
17:21:29 398	3  GrabFrame times:0,result=
17:21:29 402	 5 ImageProcess result=
17:21:29 405	7 finish getImage
17:21:29 582	 1:start getImage
17:21:29 583	 2 getImage times:0
17:21:29 584	3  GrabFrame times:0,result=
17:21:29 589	 5 ImageProcess result=
17:21:29 592	7 finish getImage
17:21:29 594	 1:start getImage
17:21:29 595	 2 getImage times:0
17:21:29 596	3  GrabFrame times:0,result=
17:21:29 600	 5 ImageProcess result=
17:21:29 603	7 finish getImage
17:21:29 779	 1:start getImage
17:21:29 780	 2 getImage times:0
17:21:29 781	3  GrabFrame times:0,result=
17:21:29 786	 5 ImageProcess result=
17:21:29 788	7 finish getImage
17:21:29 790	 1:start getImage
17:21:29 791	 2 getImage times:0
17:21:29 795	3  GrabFrame times:0,result=
17:21:29 799	 5 ImageProcess result=
17:21:29 802	7 finish getImage
17:21:29 980	 1:start getImage
17:21:29 981	 2 getImage times:0
17:21:29 982	3  GrabFrame times:0,result=
17:21:29 986	 5 ImageProcess result=
17:21:29 989	7 finish getImage
17:21:29 991	 1:start getImage
17:21:29 992	 2 getImage times:0
17:21:29 995	3  GrabFrame times:0,result=
17:21:30 000	 5 ImageProcess result=
17:21:30 002	7 finish getImage
17:21:30 178	 1:start getImage
17:21:30 179	 2 getImage times:0
17:21:30 181	3  GrabFrame times:0,result=
17:21:30 186	 5 ImageProcess result=
17:21:30 189	7 finish getImage
17:21:30 190	 1:start getImage
17:21:30 191	 2 getImage times:0
17:21:30 195	3  GrabFrame times:0,result=
17:21:30 200	 5 ImageProcess result=
17:21:30 202	7 finish getImage
17:21:30 377	 1:start getImage
17:21:30 378	 2 getImage times:0
17:21:30 379	3  GrabFrame times:0,result=
17:21:30 383	 5 ImageProcess result=
17:21:30 387	7 finish getImage
17:21:30 388	 1:start getImage
17:21:30 389	 2 getImage times:0
17:21:30 395	3  GrabFrame times:0,result=
17:21:30 400	 5 ImageProcess result=
17:21:30 403	7 finish getImage
17:21:30 593	 1:start getImage
17:21:30 594	 2 getImage times:0
17:21:30 595	3  GrabFrame times:0,result=
17:21:30 600	 5 ImageProcess result=
17:21:30 603	7 finish getImage
17:21:30 604	 1:start getImage
17:21:30 605	 2 getImage times:0
17:21:30 606	3  GrabFrame times:0,result=
17:21:30 611	 5 ImageProcess result=
17:21:30 613	7 finish getImage
17:21:30 794	 1:start getImage
17:21:30 795	 2 getImage times:0
17:21:30 796	3  GrabFrame times:0,result=
17:21:30 800	 5 ImageProcess result=
17:21:30 803	7 finish getImage
17:21:30 805	 1:start getImage
17:21:30 806	 2 getImage times:0
17:21:30 834	3  GrabFrame times:0,result=
17:21:30 839	 5 ImageProcess result=
17:21:30 842	7 finish getImage
17:21:31 021	 1:start getImage
17:21:31 022	 2 getImage times:0
17:21:31 023	3  GrabFrame times:0,result=
17:21:31 028	 5 ImageProcess result=
17:21:31 032	7 finish getImage
17:21:31 034	 1:start getImage
17:21:31 034	 2 getImage times:0
17:21:31 035	3  GrabFrame times:0,result=
17:21:31 040	 5 ImageProcess result=
17:21:31 042	7 finish getImage
17:21:31 219	 1:start getImage
17:21:31 220	 2 getImage times:0
17:21:31 221	3  GrabFrame times:0,result=
17:21:31 226	 5 ImageProcess result=
17:21:31 228	7 finish getImage
17:21:31 230	 1:start getImage
17:21:31 231	 2 getImage times:0
17:21:31 235	3  GrabFrame times:0,result=
17:21:31 239	 5 ImageProcess result=
17:21:31 242	7 finish getImage
17:21:31 421	 1:start getImage
17:21:31 422	 2 getImage times:0
17:21:31 423	3  GrabFrame times:0,result=
17:21:31 428	 5 ImageProcess result=
17:21:31 431	7 finish getImage
17:21:31 432	 1:start getImage
17:21:31 433	 2 getImage times:0
17:21:31 435	3  GrabFrame times:0,result=
17:21:31 439	 5 ImageProcess result=
17:21:31 442	7 finish getImage
17:21:31 613	 1:start getImage
17:21:31 614	 2 getImage times:0
17:21:31 615	3  GrabFrame times:0,result=
17:21:31 620	 5 ImageProcess result=
17:21:31 624	7 finish getImage
17:21:31 626	 1:start getImage
17:21:31 626	 2 getImage times:0
17:21:31 635	3  GrabFrame times:0,result=
17:21:31 639	 5 ImageProcess result=
17:21:31 642	7 finish getImage
17:21:31 818	 1:start getImage
17:21:31 819	 2 getImage times:0
17:21:31 820	3  GrabFrame times:0,result=
17:21:31 824	 5 ImageProcess result=
17:21:31 827	7 finish getImage
17:21:31 829	 1:start getImage
17:21:31 830	 2 getImage times:0
17:21:31 835	3  GrabFrame times:0,result=
17:21:31 840	 5 ImageProcess result=
17:21:31 842	7 finish getImage
17:21:32 028	 1:start getImage
17:21:32 029	 2 getImage times:0
17:21:32 030	3  GrabFrame times:0,result=
17:21:32 034	 5 ImageProcess result=
17:21:32 037	7 finish getImage
17:21:32 039	 1:start getImage
17:21:32 040	 2 getImage times:0
17:21:32 041	3  GrabFrame times:0,result=
17:21:32 046	 5 ImageProcess result=
17:21:32 049	7 finish getImage
17:21:32 227	 1:start getImage
17:21:32 228	 2 getImage times:0
17:21:32 229	3  GrabFrame times:0,result=
17:21:32 234	 5 ImageProcess result=
17:21:32 237	7 finish getImage
17:21:32 239	 1:start getImage
17:21:32 240	 2 getImage times:0
17:21:32 241	3  GrabFrame times:0,result=
17:21:32 246	 5 ImageProcess result=
17:21:32 249	7 finish getImage
17:21:32 428	 1:start getImage
17:21:32 429	 2 getImage times:0
17:21:32 430	3  GrabFrame times:0,result=
17:21:32 434	 5 ImageProcess result=
17:21:32 437	7 finish getImage
17:21:32 439	 1:start getImage
17:21:32 439	 2 getImage times:0
17:21:32 440	3  GrabFrame times:0,result=
17:21:32 445	 5 ImageProcess result=
17:21:32 448	7 finish getImage
17:21:32 618	 1:start getImage
17:21:32 619	 2 getImage times:0
17:21:32 620	3  GrabFrame times:0,result=
17:21:32 624	 5 ImageProcess result=
17:21:32 627	7 finish getImage
17:21:32 629	 1:start getImage
17:21:32 629	 2 getImage times:0
17:21:32 634	3  GrabFrame times:0,result=
17:21:32 639	 5 ImageProcess result=
17:21:32 642	7 finish getImage
17:21:32 818	 1:start getImage
17:21:32 819	 2 getImage times:0
17:21:32 820	3  GrabFrame times:0,result=
17:21:32 841	 5 ImageProcess result=
17:21:32 845	7 finish getImage
17:21:32 847	 1:start getImage
17:21:32 847	 2 getImage times:0
17:21:32 848	3  GrabFrame times:0,result=
17:21:32 853	 5 ImageProcess result=
17:21:32 856	7 finish getImage
17:21:33 031	 1:start getImage
17:21:33 032	 2 getImage times:0
17:21:33 033	3  GrabFrame times:0,result=
17:21:33 037	 5 ImageProcess result=
17:21:33 040	7 finish getImage
17:21:33 042	 1:start getImage
17:21:33 043	 2 getImage times:0
17:21:33 044	3  GrabFrame times:0,result=
17:21:33 048	 5 ImageProcess result=
17:21:33 051	7 finish getImage
17:21:33 230	 1:start getImage
17:21:33 231	 2 getImage times:0
17:21:33 232	3  GrabFrame times:0,result=
17:21:33 236	 5 ImageProcess result=
17:21:33 239	7 finish getImage
17:21:33 241	 1:start getImage
17:21:33 241	 2 getImage times:0
17:21:33 242	3  GrabFrame times:0,result=
17:21:33 247	 5 ImageProcess result=
17:21:33 250	7 finish getImage
17:21:33 417	 1:start getImage
17:21:33 418	 2 getImage times:0
17:21:33 419	3  GrabFrame times:0,result=
17:21:33 424	 5 ImageProcess result=
17:21:33 427	7 finish getImage
17:21:33 429	 1:start getImage
17:21:33 430	 2 getImage times:0
17:21:33 435	3  GrabFrame times:0,result=
17:21:33 439	 5 ImageProcess result=
17:21:33 443	7 finish getImage
17:21:33 613	 1:start getImage
17:21:33 614	 2 getImage times:0
17:21:33 615	3  GrabFrame times:0,result=
17:21:33 619	 5 ImageProcess result=
17:21:33 622	7 finish getImage
17:21:33 624	 1:start getImage
17:21:33 624	 2 getImage times:0
17:21:33 635	3  GrabFrame times:0,result=
17:21:33 640	 5 ImageProcess result=
17:21:33 642	7 finish getImage
17:21:33 823	 1:start getImage
17:21:33 824	 2 getImage times:0
17:21:33 825	3  GrabFrame times:0,result=
17:21:33 829	 5 ImageProcess result=
17:21:33 832	7 finish getImage
17:21:33 834	 1:start getImage
17:21:33 835	 2 getImage times:0
17:21:33 836	3  GrabFrame times:0,result=
17:21:33 840	 5 ImageProcess result=
17:21:33 843	7 finish getImage
17:21:34 024	 1:start getImage
17:21:34 025	 2 getImage times:0
17:21:34 026	3  GrabFrame times:0,result=
17:21:34 031	 5 ImageProcess result=
17:21:34 035	7 finish getImage
17:21:34 037	 1:start getImage
17:21:34 037	 2 getImage times:0
17:21:34 038	3  GrabFrame times:0,result=
17:21:34 043	 5 ImageProcess result=
17:21:34 046	7 finish getImage
17:21:34 223	 1:start getImage
17:21:34 224	 2 getImage times:0
17:21:34 225	3  GrabFrame times:0,result=
17:21:34 229	 5 ImageProcess result=
17:21:34 233	7 finish getImage
17:21:34 234	 1:start getImage
17:21:34 235	 2 getImage times:0
17:21:34 236	3  GrabFrame times:0,result=
17:21:34 240	 5 ImageProcess result=
17:21:34 243	7 finish getImage
17:21:34 415	 1:start getImage
