16:45:29 326	 start loadBaseParameter 
17:21:09 799	 5 ImageProcess result=
17:21:09 802	7 finish getImage
17:21:09 980	 1:start getImage
17:21:09 981	 2 getImage times:0
17:21:09 982	3  GrabFrame times:0,result=
17:21:09 987	 5 ImageProcess result=
17:21:09 990	7 finish getImage
17:21:09 991	 1:start getImage
17:21:09 992	 2 getImage times:0
17:21:09 994	3  GrabFrame times:0,result=
17:21:09 999	 5 ImageProcess result=
17:21:10 002	7 finish getImage
17:21:10 187	 1:start getImage
17:21:10 187	 2 getImage times:0
17:21:10 189	3  GrabFrame times:0,result=
17:21:10 194	 5 ImageProcess result=
17:21:10 198	7 finish getImage
17:21:10 199	 1:start getImage
17:21:10 200	 2 getImage times:0
17:21:10 201	3  GrabFrame times:0,result=
17:21:10 206	 5 ImageProcess result=
17:21:10 209	7 finish getImage
17:21:10 384	 1:start getImage
17:21:10 385	 2 getImage times:0
17:21:10 386	3  GrabFrame times:0,result=
17:21:10 390	 5 ImageProcess result=
17:21:10 393	7 finish getImage
17:21:10 395	 1:start getImage
17:21:10 396	 2 getImage times:0
17:21:10 397	3  GrabFrame times:0,result=
17:21:10 401	 5 ImageProcess result=
17:21:10 404	7 finish getImage
17:21:10 584	 1:start getImage
17:21:10 585	 2 getImage times:0
17:21:10 586	3  GrabFrame times:0,result=
17:21:10 590	 5 ImageProcess result=
17:21:10 593	7 finish getImage
17:21:10 595	 1:start getImage
17:21:10 596	 2 getImage times:0
17:21:10 597	3  GrabFrame times:0,result=
17:21:10 601	 5 ImageProcess result=
17:21:10 605	7 finish getImage
17:21:10 776	 1:start getImage
17:21:10 777	 2 getImage times:0
17:21:10 778	3  GrabFrame times:0,result=
17:21:10 784	 5 ImageProcess result=
17:21:10 787	7 finish getImage
17:21:10 788	 1:start getImage
17:21:10 789	 2 getImage times:0
17:21:10 795	3  GrabFrame times:0,result=
17:21:10 800	 5 ImageProcess result=
17:21:10 802	7 finish getImage
17:21:10 984	 1:start getImage
17:21:10 985	 2 getImage times:0
17:21:10 986	3  GrabFrame times:0,result=
17:21:10 990	 5 ImageProcess result=
17:21:10 993	7 finish getImage
17:21:10 995	 1:start getImage
17:21:10 996	 2 getImage times:0
17:21:10 997	3  GrabFrame times:0,result=
17:21:11 001	 5 ImageProcess result=
17:21:11 004	7 finish getImage
17:21:11 182	 1:start getImage
17:21:11 183	 2 getImage times:0
17:21:11 184	3  GrabFrame times:0,result=
17:21:11 189	 5 ImageProcess result=
17:21:11 192	7 finish getImage
17:21:11 193	 1:start getImage
17:21:11 194	 2 getImage times:0
17:21:11 195	3  GrabFrame times:0,result=
17:21:11 200	 5 ImageProcess result=
17:21:11 202	7 finish getImage
17:21:11 380	 1:start getImage
17:21:11 381	 2 getImage times:0
17:21:11 382	3  GrabFrame times:0,result=
17:21:11 388	 5 ImageProcess result=
17:21:11 391	7 finish getImage
17:21:11 393	 1:start getImage
17:21:11 393	 2 getImage times:0
17:21:11 395	3  GrabFrame times:0,result=
17:21:11 400	 5 ImageProcess result=
17:21:11 402	7 finish getImage
17:21:11 577	 1:start getImage
17:21:11 578	 2 getImage times:0
17:21:11 579	3  GrabFrame times:0,result=
17:21:11 583	 5 ImageProcess result=
17:21:11 586	7 finish getImage
17:21:11 588	 1:start getImage
17:21:11 589	 2 getImage times:0
17:21:11 594	3  GrabFrame times:0,result=
17:21:11 599	 5 ImageProcess result=
17:21:11 602	7 finish getImage
17:21:11 776	 1:start getImage
17:21:11 777	 2 getImage times:0
17:21:11 778	3  GrabFrame times:0,result=
17:21:11 782	 5 ImageProcess result=
17:21:11 786	7 finish getImage
17:21:11 787	 1:start getImage
17:21:11 788	 2 getImage times:0
17:21:11 794	3  GrabFrame times:0,result=
17:21:11 799	 5 ImageProcess result=
17:21:11 802	7 finish getImage
17:21:11 980	 1:start getImage
17:21:11 981	 2 getImage times:0
17:21:11 982	3  GrabFrame times:0,result=
17:21:11 988	 5 ImageProcess result=
17:21:11 991	7 finish getImage
17:21:11 992	 1:start getImage
17:21:11 993	 2 getImage times:0
17:21:11 995	3  GrabFrame times:0,result=
17:21:11 999	 5 ImageProcess result=
17:21:12 002	7 finish getImage
17:21:12 175	 1:start getImage
17:21:12 176	 2 getImage times:0
17:21:12 177	3  GrabFrame times:0,result=
17:21:12 181	 5 ImageProcess result=
17:21:12 184	7 finish getImage
17:21:12 186	 1:start getImage
17:21:12 187	 2 getImage times:0
17:21:12 195	3  GrabFrame times:0,result=
17:21:12 199	 5 ImageProcess result=
17:21:12 202	7 finish getImage
17:21:12 378	 1:start getImage
17:21:12 379	 2 getImage times:0
17:21:12 380	3  GrabFrame times:0,result=
17:21:12 384	 5 ImageProcess result=
17:21:12 387	7 finish getImage
17:21:12 389	 1:start getImage
17:21:12 390	 2 getImage times:0
17:21:12 395	3  GrabFrame times:0,result=
17:21:12 399	 5 ImageProcess result=
17:21:12 402	7 finish getImage
17:21:12 577	 1:start getImage
17:21:12 577	 2 getImage times:0
17:21:12 579	3  GrabFrame times:0,result=
17:21:12 584	 5 ImageProcess result=
17:21:12 587	7 finish getImage
17:21:12 589	 1:start getImage
17:21:12 590	 2 getImage times:0
17:21:12 595	3  GrabFrame times:0,result=
17:21:12 599	 5 ImageProcess result=
17:21:12 602	7 finish getImage
17:21:12 773	 1:start getImage
17:21:12 774	 2 getImage times:0
17:21:12 775	3  GrabFrame times:0,result=
17:21:12 779	 5 ImageProcess result=
17:21:12 782	7 finish getImage
17:21:12 784	 1:start getImage
17:21:12 785	 2 getImage times:0
17:21:12 795	3  GrabFrame times:0,result=
17:21:12 799	 5 ImageProcess result=
17:21:12 802	7 finish getImage
17:21:12 983	 1:start getImage
17:21:12 984	 2 getImage times:0
17:21:12 985	3  GrabFrame times:0,result=
17:21:12 989	 5 ImageProcess result=
17:21:12 992	7 finish getImage
17:21:12 994	 1:start getImage
17:21:12 995	 2 getImage times:0
17:21:12 996	3  GrabFrame times:0,result=
17:21:13 000	 5 ImageProcess result=
17:21:13 003	7 finish getImage
17:21:13 185	 1:start getImage
17:21:13 186	 2 getImage times:0
17:21:13 187	3  GrabFrame times:0,result=
17:21:13 193	 5 ImageProcess result=
17:21:13 196	7 finish getImage
17:21:13 197	 1:start getImage
17:21:13 198	 2 getImage times:0
17:21:13 199	3  GrabFrame times:0,result=
17:21:13 204	 5 ImageProcess result=
17:21:13 207	7 finish getImage
17:21:13 382	 1:start getImage
17:21:13 383	 2 getImage times:0
17:21:13 384	3  GrabFrame times:0,result=
17:21:13 388	 5 ImageProcess result=
17:21:13 391	7 finish getImage
17:21:13 393	 1:start getImage
17:21:13 393	 2 getImage times:0
17:21:13 394	3  GrabFrame times:0,result=
17:21:13 399	 5 ImageProcess result=
17:21:13 402	7 finish getImage
17:21:13 581	 1:start getImage
17:21:13 582	 2 getImage times:0
17:21:13 583	3  GrabFrame times:0,result=
17:21:13 587	 5 ImageProcess result=
17:21:13 590	7 finish getImage
17:21:13 592	 1:start getImage
17:21:13 592	 2 getImage times:0
17:21:13 595	3  GrabFrame times:0,result=
17:21:13 599	 5 ImageProcess result=
17:21:13 602	7 finish getImage
17:21:13 778	 1:start getImage
17:21:13 779	 2 getImage times:0
17:21:13 780	3  GrabFrame times:0,result=
17:21:13 785	 5 ImageProcess result=
17:21:13 789	7 finish getImage
17:21:13 791	 1:start getImage
17:21:13 792	 2 getImage times:0
17:21:13 795	3  GrabFrame times:0,result=
17:21:13 799	 5 ImageProcess result=
17:21:13 802	7 finish getImage
17:21:13 982	 1:start getImage
17:21:13 983	 2 getImage times:0
17:21:13 984	3  GrabFrame times:0,result=
17:21:13 988	 5 ImageProcess result=
17:21:13 991	7 finish getImage
17:21:13 993	 1:start getImage
17:21:13 994	 2 getImage times:0
17:21:13 995	3  GrabFrame times:0,result=
17:21:13 999	 5 ImageProcess result=
17:21:14 002	7 finish getImage
17:21:14 175	 1:start getImage
17:21:14 176	 2 getImage times:0
17:21:14 177	3  GrabFrame times:0,result=
17:21:14 181	 5 ImageProcess result=
17:21:14 184	7 finish getImage
17:21:14 186	 1:start getImage
17:21:14 187	 2 getImage times:0
17:21:14 195	3  GrabFrame times:0,result=
17:21:14 199	 5 ImageProcess result=
17:21:14 202	7 finish getImage
17:21:14 379	 1:start getImage
17:21:14 380	 2 getImage times:0
17:21:14 381	3  GrabFrame times:0,result=
17:21:14 386	 5 ImageProcess result=
17:21:14 390	7 finish getImage
17:21:14 391	 1:start getImage
17:21:14 392	 2 getImage times:0
17:21:14 395	3  GrabFrame times:0,result=
17:21:14 399	 5 ImageProcess result=
17:21:14 402	7 finish getImage
17:21:14 578	 1:start getImage
17:21:14 579	 2 getImage times:0
17:21:14 580	3  GrabFrame times:0,result=
17:21:14 584	 5 ImageProcess result=
17:21:14 587	7 finish getImage
17:21:14 589	 1:start getImage
17:21:14 589	 2 getImage times:0
17:21:14 595	3  GrabFrame times:0,result=
17:21:14 600	 5 ImageProcess result=
17:21:14 602	7 finish getImage
17:21:14 781	 1:start getImage
17:21:14 782	 2 getImage times:0
17:21:14 783	3  GrabFrame times:0,result=
17:21:14 787	 5 ImageProcess result=
17:21:14 790	7 finish getImage
17:21:14 792	 1:start getImage
17:21:14 792	 2 getImage times:0
17:21:14 795	3  GrabFrame times:0,result=
17:21:14 800	 5 ImageProcess result=
17:21:14 803	7 finish getImage
17:21:14 978	 1:start getImage
17:21:14 979	 2 getImage times:0
17:21:14 980	3  GrabFrame times:0,result=
17:21:14 985	 5 ImageProcess result=
17:21:14 988	7 finish getImage
17:21:14 990	 1:start getImage
17:21:14 991	 2 getImage times:0
17:21:14 995	3  GrabFrame times:0,result=
17:21:15 000	 5 ImageProcess result=
17:21:15 003	7 finish getImage
17:21:15 177	 1:start getImage
17:21:15 178	 2 getImage times:0
17:21:15 179	3  GrabFrame times:0,result=
17:21:15 183	 5 ImageProcess result=
17:21:15 186	7 finish getImage
17:21:15 188	 1:start getImage
17:21:15 188	 2 getImage times:0
17:21:15 194	3  GrabFrame times:0,result=
17:21:15 199	 5 ImageProcess result=
17:21:15 202	7 finish getImage
17:21:15 384	 1:start getImage
17:21:15 385	 2 getImage times:0
17:21:15 386	3  GrabFrame times:0,result=
17:21:15 390	 5 ImageProcess result=
17:21:15 393	7 finish getImage
17:21:15 395	 1:start getImage
17:21:15 396	 2 getImage times:0
17:21:15 397	3  GrabFrame times:0,result=
17:21:15 401	 5 ImageProcess result=
17:21:15 404	7 finish getImage
17:21:15 591	 1:start getImage
17:21:15 592	 2 getImage times:0
17:21:15 594	3  GrabFrame times:0,result=
17:21:15 598	 5 ImageProcess result=
17:21:15 602	7 finish getImage
17:21:15 603	 1:start getImage
17:21:15 604	 2 getImage times:0
17:21:15 605	3  GrabFrame times:0,result=
17:21:15 610	 5 ImageProcess result=
17:21:15 612	7 finish getImage
17:21:15 788	 1:start getImage
17:21:15 789	 2 getImage times:0
17:21:15 790	3  GrabFrame times:0,result=
17:21:15 794	 5 ImageProcess result=
17:21:15 797	7 finish getImage
17:21:15 799	 1:start getImage
17:21:15 800	 2 getImage times:0
17:21:15 801	3  GrabFrame times:0,result=
17:21:15 805	 5 ImageProcess result=
17:21:15 808	7 finish getImage
17:21:15 986	 1:start getImage
17:21:15 987	 2 getImage times:0
17:21:15 988	3  GrabFrame times:0,result=
17:21:15 992	 5 ImageProcess result=
17:21:15 995	7 finish getImage
17:21:15 997	 1:start getImage
17:21:15 998	 2 getImage times:0
17:21:15 999	3  GrabFrame times:0,result=
17:21:16 003	 5 ImageProcess result=
17:21:16 006	7 finish getImage
17:21:16 188	 1:start getImage
17:21:16 189	 2 getImage times:0
17:21:16 190	3  GrabFrame times:0,result=
17:21:16 196	 5 ImageProcess result=
17:21:16 200	7 finish getImage
17:21:16 201	 1:start getImage
17:21:16 202	 2 getImage times:0
17:21:16 203	3  GrabFrame times:0,result=
17:21:16 208	 5 ImageProcess result=
17:21:16 211	7 finish getImage
17:21:16 386	 1:start getImage
17:21:16 387	 2 getImage times:0
17:21:16 388	3  GrabFrame times:0,result=
17:21:16 392	 5 ImageProcess result=
17:21:16 396	7 finish getImage
17:21:16 397	 1:start getImage
17:21:16 398	 2 getImage times:0
17:21:16 399	3  GrabFrame times:0,result=
17:21:16 403	 5 ImageProcess result=
17:21:16 406	7 finish getImage
17:21:16 582	 1:start getImage
17:21:16 583	 2 getImage times:0
17:21:16 584	3  GrabFrame times:0,result=
17:21:16 588	 5 ImageProcess result=
17:21:16 591	7 finish getImage
17:21:16 593	 1:start getImage
17:21:16 593	 2 getImage times:0
17:21:16 595	3  GrabFrame times:0,result=
17:21:16 600	 5 ImageProcess result=
17:21:16 602	7 finish getImage
17:21:16 781	 1:start getImage
17:21:16 782	 2 getImage times:0
17:21:16 783	3  GrabFrame times:0,result=
17:21:16 789	 5 ImageProcess result=
17:21:16 791	7 finish getImage
17:21:16 793	 1:start getImage
17:21:16 793	 2 getImage times:0
17:21:16 794	3  GrabFrame times:0,result=
17:21:16 799	 5 ImageProcess result=
17:21:16 802	7 finish getImage
17:21:16 980	 1:start getImage
17:21:16 981	 2 getImage times:0
17:21:16 982	3  GrabFrame times:0,result=
17:21:16 986	 5 ImageProcess result=
17:21:16 989	7 finish getImage
17:21:16 991	 1:start getImage
17:21:16 991	 2 getImage times:0
17:21:16 995	3  GrabFrame times:0,result=
17:21:16 999	 5 ImageProcess result=
17:21:17 002	7 finish getImage
17:21:17 180	 1:start getImage
17:21:17 181	 2 getImage times:0
17:21:17 182	3  GrabFrame times:0,result=
17:21:17 186	 5 ImageProcess result=
17:21:17 189	7 finish getImage
17:21:17 191	 1:start getImage
17:21:17 192	 2 getImage times:0
17:21:17 195	3  GrabFrame times:0,result=
17:21:17 199	 5 ImageProcess result=
17:21:17 202	7 finish getImage
17:21:17 376	 1:start getImage
17:21:17 377	 2 getImage times:0
17:21:17 379	3  GrabFrame times:0,result=
17:21:17 384	 5 ImageProcess result=
17:21:17 387	7 finish getImage
17:21:17 389	 1:start getImage
17:21:17 389	 2 getImage times:0
17:21:17 395	3  GrabFrame times:0,result=
17:21:17 399	 5 ImageProcess result=
17:21:17 402	7 finish getImage
17:21:17 575	 1:start getImage
17:21:17 576	 2 getImage times:0
17:21:17 577	3  GrabFrame times:0,result=
17:21:17 581	 5 ImageProcess result=
17:21:17 584	7 finish getImage
17:21:17 586	 1:start getImage
17:21:17 587	 2 getImage times:0
17:21:17 595	3  GrabFrame times:0,result=
17:21:17 599	 5 ImageProcess result=
17:21:17 602	7 finish getImage
17:21:17 783	 1:start getImage
17:21:17 784	 2 getImage times:0
17:21:17 785	3  GrabFrame times:0,result=
17:21:17 789	 5 ImageProcess result=
17:21:17 792	7 finish getImage
17:21:17 794	 1:start getImage
17:21:17 794	 2 getImage times:0
17:21:17 795	3  GrabFrame times:0,result=
17:21:17 800	 5 ImageProcess result=
17:21:17 803	7 finish getImage
17:21:17 978	 1:start getImage
17:21:17 979	 2 getImage times:0
17:21:17 980	3  GrabFrame times:0,result=
17:21:17 986	 5 ImageProcess result=
17:21:17 989	7 finish getImage
17:21:17 991	 1:start getImage
17:21:17 992	 2 getImage times:0
17:21:17 995	3  GrabFrame times:0,result=
17:21:18 000	 5 ImageProcess result=
17:21:18 002	7 finish getImage
17:21:18 176	 1:start getImage
17:21:18 177	 2 getImage times:0
17:21:18 178	3  GrabFrame times:0,result=
17:21:18 182	 5 ImageProcess result=
17:21:18 185	7 finish getImage
17:21:18 187	 1:start getImage
17:21:18 188	 2 getImage times:0
17:21:18 195	3  GrabFrame times:0,result=
17:21:18 200	 5 ImageProcess result=
17:21:18 203	7 finish getImage
17:21:18 381	 1:start getImage
17:21:18 382	 2 getImage times:0
17:21:18 383	3  GrabFrame times:0,result=
17:21:18 388	 5 ImageProcess result=
17:21:18 391	7 finish getImage
17:21:18 392	 1:start getImage
17:21:18 393	 2 getImage times:0
17:21:18 395	3  GrabFrame times:0,result=
17:21:18 400	 5 ImageProcess result=
17:21:18 403	7 finish getImage
17:21:18 577	 1:start getImage
17:21:18 578	 2 getImage times:0
17:21:18 579	3  GrabFrame times:0,result=
17:21:18 584	 5 ImageProcess result=
17:21:18 588	7 finish getImage
17:21:18 590	 1:start getImage
17:21:18 591	 2 getImage times:0
17:21:18 594	3  GrabFrame times:0,result=
17:21:18 599	 5 ImageProcess result=
17:21:18 602	7 finish getImage
17:21:18 775	 1:start getImage
17:21:18 776	 2 getImage times:0
17:21:18 777	3  GrabFrame times:0,result=
17:21:18 781	 5 ImageProcess result=
17:21:18 785	7 finish getImage
17:21:18 786	 1:start getImage
17:21:18 787	 2 getImage times:0
17:21:18 794	3  GrabFrame times:0,result=
17:21:18 799	 5 ImageProcess result=
17:21:18 802	7 finish getImage
17:21:18 972	 1:start getImage
17:21:18 973	 2 getImage times:0
17:21:18 974	3  GrabFrame times:0,result=
17:21:18 978	 5 ImageProcess result=
17:21:18 982	7 finish getImage
17:21:18 983	 1:start getImage
17:21:18 984	 2 getImage times:0
17:21:18 995	3  GrabFrame times:0,result=
17:21:18 999	 5 ImageProcess result=
17:21:19 002	7 finish getImage
17:21:19 170	 1:start getImage
17:21:19 171	 2 getImage times:0
17:21:19 172	3  GrabFrame times:0,result=
17:21:19 177	 5 ImageProcess result=
17:21:19 181	7 finish getImage
17:21:19 183	 1:start getImage
17:21:19 184	 2 getImage times:0
17:21:19 195	3  GrabFrame times:0,result=
17:21:19 199	 5 ImageProcess result=
17:21:19 202	7 finish getImage
17:21:19 368	 1:start getImage
17:21:19 369	 2 getImage times:0
17:21:19 370	3  GrabFrame times:0,result=
17:21:19 374	 5 ImageProcess result=
17:21:19 377	7 finish getImage
17:21:19 379	 1:start getImage
17:21:19 380	 2 getImage times:0
17:21:19 395	3  GrabFrame times:0,result=
17:21:19 399	 5 ImageProcess result=
17:21:19 402	7 finish getImage
17:21:19 571	 1:start getImage
17:21:19 572	 2 getImage times:0
17:21:19 573	3  GrabFrame times:0,result=
17:21:19 577	 5 ImageProcess result=
17:21:19 580	7 finish getImage
17:21:19 582	 1:start getImage
17:21:19 583	 2 getImage times:0
17:21:19 595	3  GrabFrame times:0,result=
17:21:19 600	 5 ImageProcess result=
17:21:19 602	7 finish getImage
17:21:19 769	 1:start getImage
17:21:19 770	 2 getImage times:0
17:21:19 771	3  GrabFrame times:0,result=
17:21:19 776	 5 ImageProcess result=
17:21:19 779	7 finish getImage
17:21:19 781	 1:start getImage
17:21:19 781	 2 getImage times:0
17:21:19 795	3  GrabFrame times:0,result=
17:21:19 800	 5 ImageProcess result=
17:21:19 802	7 finish getImage
17:21:19 970	 1:start getImage
17:21:19 971	 2 getImage times:0
17:21:19 972	3  GrabFrame times:0,result=
17:21:19 976	 5 ImageProcess result=
17:21:19 979	7 finish getImage
17:21:19 981	 1:start getImage
17:21:19 982	 2 getImage times:0
17:21:19 995	3  GrabFrame times:0,result=
17:21:20 000	 5 ImageProcess result=
17:21:20 003	7 finish getImage
17:21:20 173	 1:start getImage
17:21:20 174	 2 getImage times:0
17:21:20 175	3  GrabFrame times:0,result=
17:21:20 180	 5 ImageProcess result=
17:21:20 182	7 finish getImage
17:21:20 184	 1:start getImage
17:21:20 185	 2 getImage times:0
17:21:20 195	3  GrabFrame times:0,result=
17:21:20 200	 5 ImageProcess result=
17:21:20 203	7 finish getImage
17:21:20 369	 1:start getImage
17:21:20 370	 2 getImage times:0
17:21:20 372	3  GrabFrame times:0,result=
17:21:20 377	 5 ImageProcess result=
17:21:20 380	7 finish getImage
17:21:20 381	 1:start getImage
17:21:20 382	 2 getImage times:0
17:21:20 394	3  GrabFrame times:0,result=
17:21:20 399	 5 ImageProcess result=
17:21:20 402	7 finish getImage
17:21:20 575	 1:start getImage
17:21:20 576	 2 getImage times:0
17:21:20 577	3  GrabFrame times:0,result=
17:21:20 581	 5 ImageProcess result=
17:21:20 584	7 finish getImage
17:21:20 586	 1:start getImage
17:21:20 586	 2 getImage times:0
17:21:20 595	3  GrabFrame times:0,result=
17:21:20 599	 5 ImageProcess result=
17:21:20 602	7 finish getImage
17:21:20 778	 1:start getImage
17:21:20 779	 2 getImage times:0
17:21:20 780	3  GrabFrame times:0,result=
17:21:20 784	 5 ImageProcess result=
17:21:20 787	7 finish getImage
17:21:20 789	 1:start getImage
17:21:20 789	 2 getImage times:0
17:21:20 795	3  GrabFrame times:0,result=
17:21:20 799	 5 ImageProcess result=
17:21:20 802	7 finish getImage
17:21:20 974	 1:start getImage
17:21:20 975	 2 getImage times:0
17:21:20 976	3  GrabFrame times:0,result=
17:21:20 981	 5 ImageProcess result=
17:21:20 985	7 finish getImage
17:21:20 986	 1:start getImage
17:21:20 987	 2 getImage times:0
17:21:20 995	3  GrabFrame times:0,result=
17:21:20 999	 5 ImageProcess result=
17:21:21 002	7 finish getImage
17:21:21 170	 1:start getImage
17:21:21 171	 2 getImage times:0
17:21:21 172	3  GrabFrame times:0,result=
17:21:21 176	 5 ImageProcess result=
17:21:21 179	7 finish getImage
17:21:21 181	 1:start getImage
17:21:21 182	 2 getImage times:0
17:21:21 195	3  GrabFrame times:0,result=
17:21:21 200	 5 ImageProcess result=
17:21:21 203	7 finish getImage
17:21:21 373	 1:start getImage
17:21:21 374	 2 getImage times:0
17:21:21 375	3  GrabFrame times:0,result=
17:21:21 379	 5 ImageProcess result=
17:21:21 382	7 finish getImage
17:21:21 384	 1:start getImage
17:21:21 384	 2 getImage times:0
17:21:21 395	3  GrabFrame times:0,result=
17:21:21 400	 5 ImageProcess result=
17:21:21 403	7 finish getImage
17:21:21 573	 1:start getImage
17:21:21 574	 2 getImage times:0
17:21:21 575	3  GrabFrame times:0,result=
17:21:21 580	 5 ImageProcess result=
17:21:21 584	7 finish getImage
17:21:21 585	 1:start getImage
17:21:21 586	 2 getImage times:0
17:21:21 595	3  GrabFrame times:0,result=
17:21:21 600	 5 ImageProcess result=
17:21:21 603	7 finish getImage
17:21:21 770	 1:start getImage
17:21:21 771	 2 getImage times:0
17:21:21 772	3  GrabFrame times:0,result=
17:21:21 776	 5 ImageProcess result=
17:21:21 779	7 finish getImage
17:21:21 781	 1:start getImage
17:21:21 781	 2 getImage times:0
17:21:21 795	3  GrabFrame times:0,result=
17:21:21 800	 5 ImageProcess result=
17:21:21 803	7 finish getImage
17:21:21 976	 1:start getImage
17:21:21 977	 2 getImage times:0
17:21:21 978	3  GrabFrame times:0,result=
17:21:21 982	 5 ImageProcess result=
17:21:21 985	7 finish getImage
17:21:21 987	 1:start getImage
17:21:21 987	 2 getImage times:0
17:21:21 995	3  GrabFrame times:0,result=
17:21:22 000	 5 ImageProcess result=
17:21:22 003	7 finish getImage
17:21:22 170	 1:start getImage
17:21:22 171	 2 getImage times:0
17:21:22 172	3  GrabFrame times:0,result=
17:21:22 178	 5 ImageProcess result=
17:21:22 181	7 finish getImage
17:21:22 182	 1:start getImage
17:21:22 183	 2 getImage times:0
17:21:22 194	3  GrabFrame times:0,result=
17:21:22 199	 5 ImageProcess result=
17:21:22 202	7 finish getImage
17:21:22 369	 1:start getImage
17:21:22 370	 2 getImage times:0
17:21:22 371	3  GrabFrame times:0,result=
17:21:22 375	 5 ImageProcess result=
17:21:22 378	7 finish getImage
17:21:22 380	 1:start getImage
17:21:22 381	 2 getImage times:0
17:21:22 395	3  GrabFrame times:0,result=
17:21:22 399	 5 ImageProcess result=
17:21:22 402	7 finish getImage
17:21:22 572	 1:start getImage
17:21:22 573	 2 getImage times:0
17:21:22 574	3  GrabFrame times:0,result=
17:21:22 578	 5 ImageProcess result=
17:21:22 581	7 finish getImage
17:21:22 583	 1:start getImage
17:21:22 583	 2 getImage times:0
17:21:22 595	3  GrabFrame times:0,result=
17:21:22 599	 5 ImageProcess result=
17:21:22 602	7 finish getImage
17:21:22 768	 1:start getImage
17:21:22 769	 2 getImage times:0
17:21:22 770	3  GrabFrame times:0,result=
17:21:22 775	 5 ImageProcess result=
17:21:22 778	7 finish getImage
17:21:22 780	 1:start getImage
17:21:22 781	 2 getImage times:0
17:21:22 795	3  GrabFrame times:0,result=
17:21:22 799	 5 ImageProcess result=
17:21:22 802	7 finish getImage
17:21:22 969	 1:start getImage
17:21:22 970	 2 getImage times:0
17:21:22 971	3  GrabFrame times:0,result=
17:21:22 975	 5 ImageProcess result=
17:21:22 978	7 finish getImage
17:21:22 980	 1:start getImage
17:21:22 980	 2 getImage times:0
17:21:22 995	3  GrabFrame times:0,result=
17:21:22 999	 5 ImageProcess result=
17:21:23 002	7 finish getImage
17:21:23 181	 1:start getImage
17:21:23 182	 2 getImage times:0
17:21:23 183	3  GrabFrame times:0,result=
17:21:23 188	 5 ImageProcess result=
17:21:23 191	7 finish getImage
17:21:23 192	 1:start getImage
17:21:23 193	 2 getImage times:0
17:21:23 195	3  GrabFrame times:0,result=
17:21:23 200	 5 ImageProcess result=
17:21:23 202	7 finish getImage
17:21:23 377	 1:start getImage
17:21:23 378	 2 getImage times:0
17:21:23 379	3  GrabFrame times:0,result=
17:21:23 384	 5 ImageProcess result=
17:21:23 388	7 finish getImage
17:21:23 409	 1:start getImage
17:21:23 410	 2 getImage times:0
17:21:23 411	3  GrabFrame times:0,result=
17:21:23 415	 5 ImageProcess result=
17:21:23 419	7 finish getImage
17:21:23 593	 1:start getImage
17:21:23 594	 2 getImage times:0
17:21:23 595	3  GrabFrame times:0,result=
17:21:23 599	 5 ImageProcess result=
17:21:23 602	7 finish getImage
17:21:23 604	 1:start getImage
17:21:23 605	 2 getImage times:0
17:21:23 606	3  GrabFrame times:0,result=
17:21:23 610	 5 ImageProcess result=
17:21:23 613	7 finish getImage
17:21:23 790	 1:start getImage
17:21:23 790	 2 getImage times:0
17:21:23 791	3  GrabFrame times:0,result=
17:21:23 795	 5 ImageProcess result=
17:21:23 798	7 finish getImage
17:21:23 799	 1:start getImage
17:21:23 800	 2 getImage times:0
17:21:23 801	3  GrabFrame times:0,result=
17:21:23 806	 5 ImageProcess result=
17:21:23 809	7 finish getImage
17:21:23 984	 1:start getImage
17:21:23 985	 2 getImage times:0
17:21:23 986	3  GrabFrame times:0,result=
17:21:23 991	 5 ImageProcess result=
17:21:23 995	7 finish getImage
17:21:23 997	 1:start getImage
17:21:23 997	 2 getImage times:0
17:21:23 998	3  GrabFrame times:0,result=
17:21:24 003	 5 ImageProcess result=
17:21:24 006	7 finish getImage
17:21:24 183	 1:start getImage
17:21:24 184	 2 getImage times:0
17:21:24 185	3  GrabFrame times:0,result=
17:21:24 189	 5 ImageProcess result=
17:21:24 192	7 finish getImage
17:21:24 194	 1:start getImage
17:21:24 195	 2 getImage times:0
17:21:24 196	3  GrabFrame times:0,result=
17:21:24 200	 5 ImageProcess result=
17:21:24 203	7 finish getImage
17:21:24 378	 1:start getImage
17:21:24 379	 2 getImage times:0
17:21:24 380	3  GrabFrame times:0,result=
17:21:24 384	 5 ImageProcess result=
17:21:24 387	7 finish getImage
17:21:24 389	 1:start getImage
17:21:24 390	 2 getImage times:0
17:21:24 395	3  GrabFrame times:0,result=
17:21:24 399	 5 ImageProcess result=
17:21:24 402	7 finish getImage
17:21:24 579	 1:start getImage
17:21:24 580	 2 getImage times:0
17:21:24 581	3  GrabFrame times:0,result=
17:21:24 586	 5 ImageProcess result=
17:21:24 590	7 finish getImage
17:21:24 591	 1:start getImage
17:21:24 592	 2 getImage times:0
17:21:24 595	3  GrabFrame times:0,result=
17:21:24 599	 5 ImageProcess result=
17:21:24 602	7 finish getImage
17:21:24 780	 1:start getImage
17:21:24 781	 2 getImage times:0
17:21:24 782	3  GrabFrame times:0,result=
17:21:24 786	 5 ImageProcess result=
17:21:24 789	7 finish getImage
17:21:24 791	 1:start getImage
17:21:24 791	 2 getImage times:0
17:21:24 795	3  GrabFrame times:0,result=
17:21:24 799	 5 ImageProcess result=
